FMP	FPP
0.007	0.0047
0	0
0.04	0.0438
0	0
0.0074	0.0073
0.0745	0.0679
7e-04	0.0015
3e-04	7e-04
0.1159	0.1151
3e-04	0
0.0067	0.0082
0.1608	0.1634
0.3218	0.3287
0.0426	0.0455
0.0043	0.0047
0.0178	0.0158
0	1e-04
0.1142	0.1184
0.073	0.0754
0.0021	0.0037
0.0317	0.0291
0.0377	0.0405
0.0015	0.0017
0.0164	0.0155
0.0925	0.0864
0.2796	0.2691
0.023	0.0223
0.0131	0.0076
0.1873	0.1821
4e-04	8e-04
0.1948	0.1978
0.0027	0.0019
9e-04	5e-04
0.1181	0.1068
0.0091	0.01
0.0228	0.0216
0.155	0.1595
0.4537	0.4604
0.0057	0.0052
0.0127	0.0143
0.0114	0.0111
0.3021	0.3013
0.1537	0.1459
0.4935	0.502
0.0174	0.0196
0.0012	0.0016
0.0044	0.0034
0.0579	0.051
0.1918	0.1888
2e-04	1e-04
0.1491	0.1459
0.0022	0.0027
0.0702	0.0626
0.0231	0.0259
0.0506	0.0493
0.186	0.1799
0.0994	0.1034
0.0501	0.052
0.0837	0.0834
0.0102	0.011
0.0412	0.0423
0.0515	0.055
0.0013	0.002
0.0023	0.0037
0.1679	0.1641
0.1747	0.1667
0.0298	0.0301
0.2561	0.2658
0.0735	0.0742
0.0049	0.0039
0.1762	0.1704
0.0023	0.0021
6e-04	2e-04
0.0127	0.0116
0.0113	0.0103
0.0052	0.0055
0.0038	0.0036
0.0196	0.0167
0.2311	0.2359
0.0257	0.0246
0.0802	0.0803
0.0024	0.0024
0.0235	0.0244
0.0044	0.0061
0.0026	0.0027
0.0074	0.0058
0.0046	0.0031
0.0104	0.0088
0.0214	0.0243
0.0471	0.0425
0.0601	0.0668
0.083	0.0866
0.0032	0.0024
3e-04	6e-04
0.0137	0.0127
0.0844	0.0836
0.0053	0.0063
0.0472	0.0467
0.0069	0.0095
0.0278	0.0262
0.0094	0.0058
0.0549	0.0576
0.1627	0.1638
0.031	0.0328
0.0406	0.046
0.0702	0.0684
9e-04	9e-04
8e-04	9e-04
0.0521	0.0562
1e-04	1e-04
0.0152	0.016
0.004	0.0027
0.0101	0.011
0.0016	0.0021
0.0122	0.0171
6e-04	0.0012
0.0019	9e-04
0.2741	0.2683
3e-04	0
0.0265	0.0257
0.1514	0.1637
0.0292	0.0328
0.2102	0.2235
0.0042	0.0057
9e-04	0.0016
0.0467	0.048
0.0105	0.0121
0.2581	0.2506
0.3292	0.3192
0.015	0.0176
0	0
0.162	0.174
0.0064	0.0053
0.1649	0.162
0.0343	0.0304
0.0029	0.003
0.0015	0.0011
0.0013	0.0028
0.3094	0.3244
0.0576	0.0559
0.3716	0.3792
0.0162	0.0163
0.0268	0.0279
0.0095	0.0087
0.0493	0.0482
0.0179	0.0159
0.0728	0.0766
0.0168	0.0152
0.0594	0.0612
9e-04	0.0015
0.0357	0.0307
0.0015	0.0014
0.002	0.0016
0.0516	0.0507
0.0012	0.0018
0.017	0.0149
0.0458	0.0394
0.0073	0.007
0.0025	0.0032
0.0062	0.0072
0.0089	0.0085
0.0059	0.0053
0.0086	0.0088
0.0498	0.0481
0	7e-04
0.0029	0.0022
0	0
0.1701	0.1647
0.328	0.3312
0.0807	0.0763
0.0049	0.0058
0.0437	0.0453
0.0104	0.011
0.0133	0.0107
0.0042	0.0034
0.1707	0.1715
7e-04	0.0016
0.5403	0.5457
0.1986	0.2018
0.0781	0.0733
0.0235	0.026
0.1823	0.1755
0	0
0.0084	0.0082
2e-04	5e-04
0.1742	0.1692
1e-04	2e-04
2e-04	0
3e-04	0
0.0303	0.0273
0.0038	0.0038
0.0014	6e-04
0.0042	0.0044
0.0845	0.0875
0.2308	0.2294
0.0019	0.0031
0.0043	0.0067
0.0057	0.0056
0.0015	0.0023
0.1643	0.1643
0.0021	0.0021
