FMP	FPP
82.6505149807829	84.2869105508817
112.854389327595	112.857729300745
98.3549047564752	98.3478584871486
115.182744009165	114.859593814906
120.583404072165	119.854455610773
115.368215147319	115.167242087841
116.077897326945	116.680435664931
112.436278694973	111.740012230771
112.305326247092	111.369002997486
118.339766167447	117.768277549143
115.838155731271	115.380908962013
100.697556169284	99.9645590453628
124.099954275007	123.331383031286
86.8202937619742	86.0735942854516
112.423538496943	113.045968639456
110.355335201805	110.550563605775
115.637814933945	114.977133125575
98.2155008777442	98.2537171954953
114.558115922656	116.131951042842
105.890539581068	109.038307055401
102.39059070969	101.942945785592
101.444170947203	100.710760653745
95.9462840271632	95.9430671114181
106.013464242122	105.379225910505
118.14006313148	117.42954071482
112.499071402243	111.883066567356
109.220827304656	110.881279273742
103.966028942528	103.6065956911
110.323045486627	109.926381307317
123.527217688669	123.199510480728
79.1152606712588	78.4615631534411
110.453035776445	109.759141698646
99.1526854948115	98.6527306306953
108.390972506602	111.177790623038
99.3764413921355	98.5759417557035
103.749732549681	103.648227621761
115.380844551636	115.552890996651
114.956812810939	114.336549988952
106.069365943306	105.475900166615
94.9083290032468	95.8943430619025
102.349899315377	101.67028430817
88.4163937637804	87.7388519536011
101.707765484823	100.825238925559
102.715372557217	102.020526159736
102.33489857433	101.807811007737
114.630834099045	116.761788059962
86.3957010175295	85.9591406669024
90.2686395023355	90.6476320130878
101.307157101928	102.095165447262
99.3593724087837	100.717556834114
107.849953403409	107.32576491932
123.681302714172	123.640811442657
106.683759639287	106.464005567936
113.999952432409	117.646922990297
120.069029113316	120.894301625885
108.092767549596	107.520742806203
106.450314545379	105.909641646144
92.5313902192988	94.3593397225875
105.20672175161	104.736525277729
123.763723302091	124.45414080786
88.7229257453281	88.8262868297581
99.2526119429029	98.5197006870651
125.17593610274	124.511697377102
108.171059401639	107.442059805407
120.200194545578	119.672056752164
99.6181331481473	99.8212018637374
117.115508544214	116.27175161317
115.573362913877	115.322896933035
