FMP	FPP
1e-04	0
0.0956	0.0089
0.0082	4e-04
0.1224	0.0114
0.0488	0.005
0.0015	3e-04
0.053	0.0064
0.0039	6e-04
0.0134	0.001
0.1136	0.0144
0.0183	0.0027
0.0345	0.0042
0.0617	0.0078
6e-04	1e-04
1e-04	0
9e-04	0
0	0
1e-04	1e-04
0.0144	0.002
0.0012	2e-04
0.2538	0.0258
0.0163	0.003
0.0529	0.0041
0	0
0.1141	0.0103
0.266	0.0227
7e-04	3e-04
1e-04	0
0	0
0.034	0.0031
3e-04	1e-04
0.0131	9e-04
0.0029	1e-04
0.0081	8e-04
0.0017	3e-04
2e-04	0
0.0013	3e-04
0	0
0	0
2e-04	0
0.0499	0.0058
0.0033	1e-04
8e-04	1e-04
0.0867	0.0089
0.0539	0.0071
3e-04	0
0.0423	0.0058
0.008	0.0014
0.0025	7e-04
0.0217	0.0023
0.0085	0.0024
0.0372	0.0036
0.0034	4e-04
0.069	0.0064
0.001	1e-04
6e-04	0
5e-04	0
0.02	0.0029
0.0015	6e-04
0.0017	2e-04
0.0115	0.002
0.0036	9e-04
2e-04	1e-04
0	1e-04
0.003	5e-04
0.001	5e-04
9e-04	1e-04
0.0083	0.001
0.0155	0.0021
0.0021	2e-04
0.0227	0.0022
0.0055	7e-04
0.0237	0.0028
4e-04	0
2e-04	1e-04
2e-04	0
0.0204	0.002
7e-04	6e-04
0.0068	9e-04
0.0013	2e-04
0.0028	1e-04
0.0279	0.0026
0	0
0.0011	0
0.0063	0.0014
0.0046	9e-04
0.0012	6e-04
7e-04	0
0.0018	2e-04
8e-04	2e-04
8e-04	0
0.0019	5e-04
0.0191	0.002
0.0042	3e-04
0.0534	0.0045
0.0057	9e-04
0.017	0.0021
1e-04	2e-04
0.0076	8e-04
1e-04	2e-04
5e-04	4e-04
1e-04	2e-04
0.172	0.0176
2e-04	0
0.0011	1e-04
0.0441	0.005
0.1154	0.0124
3e-04	1e-04
0	0
0.0114	0.0016
0.06	0.0061
1e-04	0
0.0013	0
0.0015	0
0.0046	0.0013
0.1294	0.0117
0	0
0.0557	0.0066
0.3224	0.0324
0.0033	1e-04
0	1e-04
2e-04	0
0.0499	0.0054
0.0011	2e-04
6e-04	0
0.0017	1e-04
0.0012	1e-04
0	0
0.0023	1e-04
0	0
0.0092	0.001
0.0021	2e-04
3e-04	1e-04
0.0053	1e-04
3e-04	1e-04
0.0157	0.002
0	0
0.0451	0.0039
0.0504	0.0072
7e-04	0
0.0652	0.0058
1e-04	0
