FMP	FPP
1e-04	0
0.0012	2e-04
4e-04	0
2e-04	0
0	0
0.0145	0.001
0	0
0	0
0.0012	0
1e-04	0
0.0023	2e-04
0	0
6e-04	0
0.003	0
0.0042	0
8e-04	2e-04
0.0241	0.0015
0	0
0.0258	0.0011
3e-04	0
0.0015	1e-04
3e-04	0
0	0
0.0022	3e-04
0	0
2e-04	0
0.0025	1e-04
3e-04	0
2e-04	0
0.0148	3e-04
5e-04	0
0	0
0.0022	0
0.0019	0
1e-04	0
1e-04	0
0	0
0	0
0	0
1e-04	0
0.0207	0.0012
0	1e-04
0	0
0.0068	3e-04
0	0
0.0031	0
0	0
0	0
0.0067	5e-04
0.0028	0
1e-04	0
1e-04	0
0	0
0	0
0.0129	4e-04
0	0
0.0036	2e-04
4e-04	2e-04
0	0
0.0068	0
9e-04	0
5e-04	0
7e-04	1e-04
0.0087	3e-04
0.001	1e-04
6e-04	0
1e-04	0
0	0
0	0
0	0
0.0011	1e-04
0	0
0	0
1e-04	0
0.001	0
0.0257	7e-04
2e-04	0
5e-04	0
0.0015	4e-04
0.0015	0
0	0
0.0054	4e-04
2e-04	0
0.0012	2e-04
1e-04	0
0	0
0.0011	1e-04
2e-04	0
0	0
0	0
5e-04	1e-04
0	0
0.0037	3e-04
0.001	0
0.0016	0
0	0
0.0127	2e-04
0	0
0	0
0.1542	0.0039
0.0078	1e-04
2e-04	0
2e-04	0
0	0
2e-04	0
0.0088	1e-04
0	0
1e-04	0
0	0
0.0097	3e-04
0	0
0	0
0	0
0.0013	0
1e-04	1e-04
0.0116	0
0.0205	5e-04
2e-04	0
0.0013	1e-04
0.0208	0.0011
0.0068	3e-04
0.0025	0
0.0333	0.001
0.0011	0
0	0
8e-04	3e-04
0	0
0.0181	4e-04
2e-04	0
0	0
0.0081	4e-04
0	1e-04
0.0041	4e-04
0	0
2e-04	0
3e-04	0
0.0035	1e-04
0	0
9e-04	0
0.0644	0.0016
0.0023	1e-04
0	0
0.1198	0.0034
3e-04	0
0.0016	0
3e-04	2e-04
3e-04	0
0	0
0.0011	0
0	0
0.4586	0.0204
0.0014	0
0	0
5e-04	2e-04
2e-04	0
0	0
0.0015	1e-04
2e-04	0
3e-04	0
2e-04	1e-04
0	0
9e-04	2e-04
5e-04	0
0.0013	0
3e-04	0
2e-04	0
0	0
1e-04	0
0	0
0	0
0.0137	4e-04
0	0
0.002	0
0	0
0.0113	1e-04
0.0017	2e-04
2e-04	0
2e-04	0
0.0011	0
0	0
1e-04	0
0	0
0	0
0.005	0
0	0
0	0
0.0015	0
2e-04	0
1e-04	0
0.0014	2e-04
0	0
0	0
0.1669	0.0062
7e-04	0
6e-04	0
3e-04	2e-04
0	0
0	0
0.0021	1e-04
0	0
1e-04	0
1e-04	0
9e-04	0
1e-04	0
0.0099	1e-04
9e-04	0
0	0
0.0132	8e-04
0.0075	3e-04
0	0
0	0
0	0
4e-04	2e-04
0	0
0.0015	0
0	0
0.0114	6e-04
0	0
0	0
2e-04	0
4e-04	0
9e-04	0
0	0
0	0
0	0
0	0
1e-04	0
0	0
0.002	1e-04
0	0
0	0
3e-04	0
0	0
2e-04	0
0	0
2e-04	0
8e-04	1e-04
0.0016	2e-04
5e-04	0
0	0
0.0013	3e-04
0.0015	0
0	0
0.009	2e-04
1e-04	0
0.0011	0
0	0
0.0479	0.0012
0.4457	0.0115
0.0115	2e-04
0.0093	2e-04
0.0011	0
4e-04	0
0.0176	0.0012
0	0
0	0
0	0
0.0063	1e-04
0	0
0.001	0
0.0042	5e-04
0.0015	1e-04
0.002	0
5e-04	0
1e-04	0
0	0
0.0058	2e-04
0.0098	0
0	0
0.0038	0
0	0
0	0
0.004	3e-04
9e-04	1e-04
5e-04	0
1e-04	1e-04
0	0
0.0017	1e-04
0.0012	0
0.0103	6e-04
3e-04	0
0.0036	3e-04
0.0017	1e-04
4e-04	0
3e-04	2e-04
1e-04	0
3e-04	0
0.0019	1e-04
9e-04	0
5e-04	1e-04
0	0
0.0019	3e-04
0.004	5e-04
0	0
0	0
3e-04	0
0	0
0	0
0	0
0	0
0.0047	2e-04
0	0
0	0
0.0016	1e-04
0	0
0	0
1e-04	0
1e-04	0
5e-04	0
0.0027	0
4e-04	0
0.0347	0.0012
2e-04	0
5e-04	0
2e-04	0
5e-04	2e-04
0.1519	0.0071
3e-04	0
0.0021	1e-04
2e-04	1e-04
2e-04	0
1e-04	2e-04
8e-04	1e-04
0.0015	0
0	0
0.0021	2e-04
0	0
0.0068	2e-04
0.0054	1e-04
4e-04	0
0.0016	3e-04
0.0066	0
0	0
0.0011	0
0	0
0	0
0.0039	5e-04
0	0
0	0
1e-04	0
0.0033	1e-04
1e-04	0
0.0106	1e-04
0.005	5e-04
0.0151	8e-04
3e-04	0
4e-04	0
0.0025	3e-04
6e-04	0
3e-04	1e-04
1e-04	0
0.0018	0
0.0087	3e-04
0.0014	1e-04
0	0
0	0
9e-04	0
6e-04	2e-04
0	0
0	0
0	0
1e-04	0
8e-04	0
0	0
4e-04	1e-04
0.0015	0
0	0
0.0044	2e-04
0	0
3e-04	0
0	2e-04
0	0
0	0
0	0
0.0015	0
0	0
0	0
1e-04	0
0.013	3e-04
0	0
0	0
4e-04	0
4e-04	0
0.001	1e-04
1e-04	0
7e-04	1e-04
0	0
0.0011	0
7e-04	0
1e-04	0
2e-04	0
1e-04	0
7e-04	0
6e-04	0
0	0
2e-04	1e-04
0	0
2e-04	0
3e-04	0
3e-04	0
0	0
0	0
0.0063	1e-04
6e-04	2e-04
0.0031	2e-04
0.003	0
0	0
0	0
0.0302	0.001
2e-04	0
0	0
0.0061	3e-04
0	0
0	0
4e-04	0
0.0059	2e-04
0.001	0
0.0019	0
1e-04	0
0.0038	0
0.0015	2e-04
0.0063	3e-04
0.0275	0.0016
0.1245	0.0035
0.0016	1e-04
0.0111	4e-04
0.042	0.0017
1e-04	1e-04
0	0
0.0017	0
0	0
0.0069	1e-04
5e-04	0
0	0
0	0
0	0
0.0026	1e-04
0	0
0.0013	0
0	0
0.0015	0
0.0108	6e-04
4e-04	0
4e-04	0
0	0
0	0
5e-04	0
4e-04	0
0.0011	2e-04
0	0
0	0
0	0
0	0
8e-04	0
0	0
0	0
0.0012	0
4e-04	0
0.0011	1e-04
3e-04	0
7e-04	0
0	0
0	0
0	0
0	0
1e-04	0
0	0
0	0
2e-04	1e-04
2e-04	0
2e-04	0
6e-04	0
0.0012	0
0.0398	0.0016
2e-04	0
0.0048	1e-04
1e-04	0
0.0113	5e-04
0	0
7e-04	1e-04
5e-04	1e-04
0.0014	0
0	0
0.0015	0
3e-04	0
0	0
0	0
1e-04	0
4e-04	0
4e-04	0
0	0
0.0881	0.0031
0	0
6e-04	0
0	0
0.0033	2e-04
1e-04	0
1e-04	0
2e-04	0
0.0019	3e-04
0	0
2e-04	0
0.001	0
0.0019	1e-04
0	0
0.0028	3e-04
0	0
0	0
1e-04	0
0.0024	0
0	0
1e-04	0
0	0
0.0147	6e-04
6e-04	0
0.005	1e-04
0	0
0.0052	2e-04
0	0
6e-04	0
0.0126	6e-04
2e-04	1e-04
0	0
0.002	0
3e-04	0
0.0266	0.0014
0.0193	7e-04
2e-04	0
0	0
0.004	0
5e-04	3e-04
0.0026	0
0	0
0	0
0.0036	2e-04
8e-04	0
0.001	1e-04
0.0029	3e-04
1e-04	0
0.2035	0.0045
1e-04	0
0.0016	1e-04
9e-04	3e-04
0.0014	0
5e-04	0
0.0128	6e-04
0.0064	2e-04
0.003	3e-04
0	0
2e-04	0
0	0
0	0
0.0568	0.0027
0	0
0	0
0	0
0	0
0	0
0.0012	1e-04
9e-04	0
0	0
0	0
0.01	4e-04
0.0025	1e-04
0.0134	0.001
6e-04	0
0	0
6e-04	0
5e-04	0
0.0076	2e-04
1e-04	0
3e-04	0
0.0029	1e-04
0	0
0	0
1e-04	0
0.0011	0
0.0019	1e-04
7e-04	1e-04
0	0
0	0
0.002	0
2e-04	0
0.0016	0
