FMP	FPP
103.784329202512	103.698548804243
104.231403608342	104.191588972274
108.992286600013	109.033042982723
105.794976339415	105.791031732062
110.501668548822	110.452521674554
104.63796556647	104.698166883716
113.757388233397	113.626553633707
110.846373157369	110.808301903996
107.641443884297	107.616143195844
69.0406937548074	69.0177720435962
99.6591901438926	99.6683143691066
111.219565993138	111.217946034303
122.637108959368	122.487982942411
98.691705299349	98.9522904711188
114.281690053595	114.208217303157
106.404471937678	106.419741136728
101.391197515828	101.405680865279
110.194029523843	110.130309774961
105.32284225561	105.455176806484
102.916142654484	102.964616016357
101.826686510372	101.785403214613
106.460874619466	106.425456038015
106.79522493444	106.766849424368
89.4049843838602	89.5940814549912
103.05378165567	103.0615086967
88.713231771833	88.7498561629373
117.581189344522	117.476043101928
111.693795658654	111.673610296489
116.70701544679	116.559274581381
112.760590738998	112.810227729133
114.702138522659	114.78092004303
100.932669389307	100.873258648414
84.0302436781867	83.8046224545942
98.8171441507117	98.7256091833834
104.399870608872	104.254613719602
100.448759083064	100.236022708414
103.562174919366	103.495047394945
89.7129064391443	89.5888190696399
120.43309914181	120.48533553481
112.444911800203	112.576821770909
78.9431589604348	79.0615618145136
97.4947066839401	97.48459317654
92.9818360680195	93.1529142961512
116.459536075952	116.434008675708
121.610912525745	121.549417949115
110.644271739501	110.716930567463
95.4585175148933	95.6563878824595
108.241752141877	108.372436127347
100.349578119864	100.253196829884
102.046139844282	101.988203225866
102.266532822565	102.173866444273
109.686810331678	109.834791200075
112.420449349316	112.528740653112
111.105091514653	111.166364373914
112.027580358643	112.106866819604
113.732113030745	113.598914907381
116.545466176136	116.577653325767
98.2300357345376	98.1973426770816
114.844454687214	114.88159443777
88.2297405676672	88.2143468573856
97.0216190882534	97.0720500577034
104.369297658471	104.381028316016
99.9058249481438	99.8895960840974
117.110892175286	117.303915155518
115.987990164735	116.04044080018
117.133424369878	117.280631716487
86.0043039823888	86.1038165289628
93.5275743512761	93.5578587869775
116.812381752849	116.859498497648
102.570859010665	102.570031196719
119.160313546682	119.059618739879
88.1484983881176	88.3141638727675
90.6139467935653	90.6209304987418
80.7739765345019	80.7301988157694
110.893608969877	110.871432258277
104.827002410034	104.850937191823
99.8368642651405	99.8132686378627
122.96809553659	122.962958222938
104.512941699659	104.569206310268
109.532760344076	109.53048586512
97.659005145569	97.6870370859902
109.474470927155	109.338860128112
97.6550485335992	97.6483741609455
120.325131692823	120.66478564597
100.100861797723	100.07679328306
100.02955537222	99.8632177856563
111.640925659671	111.557248657849
100.386286364489	100.353791155048
125.721964974098	125.898818632365
122.517708542116	122.465028673223
110.614598793075	110.563464186716
115.245409691978	115.144509240983
94.7010800401916	94.6839192502542
106.102458474918	105.755261820679
112.281959524068	112.265225077105
108.200852009549	108.146687386056
126.014070351092	125.880434831477
103.734614559265	103.741192243752
96.2837169117919	96.4740636162922
97.873358374728	98.0178890053014
90.9563698615041	91.1780803007551
107.838307329748	107.662604328104
99.3897886386776	99.2035691854776
99.6185280714027	99.6347760061605
122.493302857337	122.265817906127
105.623271085624	105.562061083224
91.6413134051294	91.6898992612056
113.613152425516	113.828589009961
117.476583599661	117.527263832841
92.3872838254658	92.3372020618452
103.919616546907	103.911811855802
115.448753057016	115.332655350817
115.541171341728	115.586018102516
119.479440870155	119.542747418913
112.080482825773	112.058143578315
103.080241800138	102.968578662318
109.733319352605	109.73812556428
109.424443440509	109.393361405472
109.793565341166	109.692400504756
109.013789470599	108.880291635842
116.718526796906	116.756617881014
101.952425020305	102.054225525654
100.51664593584	100.462810335865
97.3137505329525	97.3299843312087
124.420100790216	124.421048258761
113.411319342456	113.492980792547
92.7511747546338	92.7955325351176
105.897117819072	105.839034846288
117.183587107178	117.216129741442
97.1826267429149	97.2258523563848
105.585666934479	105.866890825106
96.3517572603457	96.1832645457423
122.690945188742	122.697994116273
97.8875605658857	97.9558876978661
105.162786858966	105.097798719099
106.87119446573	106.985814350755
95.3204299170476	95.4486341499301
113.806570099393	114.030057662046
88.4385871523179	88.5951240097897
110.988571431542	110.798021305868
99.4228042562499	99.4930347223975
98.3778721164036	98.3085505119476
89.2190016945434	89.3370645376532
110.672633467042	110.648451036048
110.120368076941	110.350093852289
107.105438890743	106.986329043021
106.014572017766	106.159957859393
95.2231897417469	95.3721730459154
106.032221958293	106.074626768369
93.2723023255998	93.2399783330562
107.532269385663	107.711137312038
86.1737785696878	86.1993907853557
103.769029264509	103.79257494049
115.137194073915	114.942695374357
104.670853880555	104.701364347964
113.418526795941	113.360729628418
111.920088472996	111.879273016137
109.885429105322	109.910787214699
108.084149458619	107.996444620148
107.336880386953	107.386300829039
117.94216584081	117.990697489858
109.946692839465	110.132558025748
108.069119560285	108.035103966741
100.450172984958	100.540907779498
117.270346816772	117.430721244285
112.271487147646	112.181030739949
97.1267006893138	97.1811297382462
111.918012145744	112.004639137508
114.381238277551	114.387024680739
106.060128110528	106.047886259657
115.65560909392	115.560215455574
107.430720742017	107.581140689978
95.9135398983873	96.0024542644254
85.7979268635421	85.7584667499992
108.32965598081	108.227266008718
101.868741182167	101.86370970592
119.725059388644	119.699152481298
98.1783729439769	98.3241287452692
93.5540370817324	93.5165162612873
111.606336459405	111.529468923329
110.659661074835	110.616813444762
104.026317685549	103.980840377591
99.5218391814605	99.5403306786365
90.165523948467	90.2510964478051
103.634953742941	103.538191599609
109.870903259093	109.82459859146
108.614460468726	108.57626542161
98.5867114476581	98.6945474058726
105.759612208356	105.531837372122
98.7559120002115	98.7763275450953
104.837469408784	104.796338382319
103.655777114174	103.778580921098
117.434468796043	117.33896531436
88.7223790451024	88.8218323806839
114.31902937526	114.324737802783
92.6858437143463	92.7518030611835
109.455303717623	109.320729376451
116.845546976273	116.939709556059
94.9706248465098	94.8935761942104
114.361574833202	114.301175545896
126.762186861797	126.835681480978
93.5940629739601	93.48598765815
103.867246245118	103.9396296412
102.904579874239	102.689229474391
117.571276413658	117.727433117263
100.054344760854	100.045328684947
117.296632071168	117.349138252936
110.072934526943	110.112918243574
117.10884127808	117.183634492569
96.7492047512236	96.6570066535133
129.379080421475	129.399971664489
100.489886977167	100.46288195062
113.009450916195	113.260742025792
107.642662255669	107.68017892721
95.3227607271503	95.264112162539
88.9898427956792	89.0983796267451
103.009419629401	102.906763176682
110.23897435556	110.115921035177
109.024978165789	108.981111078248
108.77691674525	108.835474000126
124.557553767476	124.54637287449
104.931584062475	104.922348782964
83.3121861642643	83.4402405113958
115.039527994143	114.987377996364
116.174017299434	116.103242105853
106.474369079824	106.51751801367
103.556820991088	103.591051397941
113.561153268648	113.790707836949
99.0139571994299	98.8769530528135
106.067191893058	106.226204185529
105.204223207846	105.257140356925
113.022338441013	113.019879314997
93.5978972184669	93.5844534088948
104.871582545445	105.035894495668
90.3119815770114	90.2359076908117
116.546283272448	116.441366092375
100.058549440602	100.184795202608
100.049907564567	99.945167617522
