FMP	FPP
0.1067	0.0461
0.1105	0.051
0.0359	0.0173
0.0094	0.0035
0.0028	0.0018
0.0012	3e-04
6e-04	6e-04
0	0
0.0131	0.0044
0.0033	0.0011
0.0554	0.0242
0.0199	0.0078
0.2042	0.0874
1e-04	0
0.0039	0.002
0	1e-04
0.0174	0.0101
2e-04	4e-04
0.0273	0.0103
0.4113	0.1634
0.0404	0.0184
0.0034	0.0016
0.015	0.0066
0.0117	0.0049
0.0337	0.0133
0.0067	0.0023
0.1173	0.0505
0.1004	0.0362
0.0017	7e-04
0.0399	0.0192
2e-04	1e-04
0.1665	0.0738
0.0065	0.0027
0.0049	0.0021
0.0545	0.0253
0.0327	0.0173
0.0023	0.0014
0.009	0.0049
0	0
0.1283	0.0575
0.0038	0.002
0.0175	0.0086
0	0
0.0013	0.0011
0.011	0.0064
0.018	0.0089
0.001	5e-04
0.0017	7e-04
0.002	3e-04
9e-04	3e-04
0.0238	0.0122
0.0461	0.0177
3e-04	4e-04
0.001	8e-04
0.0116	0.0033
1e-04	6e-04
0.0059	0.0022
0.0026	0.0021
0.0822	0.0238
0.1156	0.0462
0.0078	0.0034
0.003	0.0011
0.0086	0.002
0.0432	0.0155
0.003	0.001
0.0157	0.006
0.2161	0.0758
7e-04	0.001
0.0758	0.0325
0.0486	0.0215
0.0022	6e-04
0.0027	0.0015
0.0047	0.0022
0.0923	0.0338
0	0
0.0047	0.0034
0	2e-04
0.051	0.0206
2e-04	0
0.0014	3e-04
3e-04	2e-04
0.3743	0.1526
0.1173	0.044
0.0014	9e-04
0.1845	0.0768
0.0042	0.0013
0.0011	8e-04
0.0653	0.0262
0.0438	0.019
0.117	0.0525
0.0083	0.0038
0.0225	0.0106
0.0021	8e-04
0.0276	0.011
0.003	7e-04
0.0864	0.0307
0.0239	0.0116
0.2173	0.0846
0.0277	0.0148
0.0039	0.0026
0.2287	0.087
7e-04	3e-04
0.0147	0.0053
0	2e-04
0.1197	0.0453
0.1081	0.0486
7e-04	8e-04
0.204	0.0853
0.0999	0.0489
0	0
0.2292	0.0919
0.0011	6e-04
0.0374	0.0185
0.0018	0.0013
0.0036	0.0018
0.0037	0.0018
0.005	0.0015
0.0188	0.0107
0.0041	0.0013
0.1573	0.065
6e-04	9e-04
0.0021	6e-04
0.479	0.1921
0.0179	0.009
0.0051	0.0037
0.0085	0.0026
0.0046	0.0022
0.0296	0.011
0.0065	0.0042
0.013	0.0071
0.0014	3e-04
0.0015	7e-04
0.0016	0.0011
0	0
0.0034	0.002
0.0022	4e-04
7e-04	2e-04
0.0381	0.0138
0.0224	0.0092
0.0222	0.0117
0.0275	0.0097
0.0242	0.0103
0.0465	0.0196
0.1274	0.0525
0.0015	0.0012
0.1069	0.039
0.0016	0.002
0.001	3e-04
5e-04	2e-04
0.0037	0.0032
3e-04	0
0.0105	0.0047
0.0209	0.0092
0.1052	0.045
2e-04	2e-04
0.002	0.0013
0.0127	0.007
0.0011	2e-04
0.18	0.0705
0.1223	0.0498
0.0014	2e-04
0	0
0.0072	0.0035
0	0
5e-04	2e-04
7e-04	2e-04
0	0
0	0
0	0
7e-04	5e-04
0.0021	4e-04
0.1392	0.0529
9e-04	5e-04
7e-04	3e-04
0.0119	0.0081
0.0977	0.046
7e-04	3e-04
0.0025	0.0023
0.0133	0.0058
0	0
0.0033	0.0016
0.2944	0.1177
0.0342	0.0144
0.0368	0.017
0.0102	0.0059
0.0205	0.0093
0.1694	0.0614
0.0056	0.0041
0.0156	0.0059
0.0404	0.0179
0.0351	0.0164
0.0228	0.0105
0.0024	0.0016
0.036	0.0208
0.0367	0.0179
0.0228	0.0124
0.0026	0.0014
0.0038	0.0027
0.0158	0.0064
0.0032	0.0024
0.0145	0.006
0.0085	0.0043
0.0992	0.0472
0.0056	0.0029
1e-04	0
0.0018	0.001
0.193	0.0741
0.0013	6e-04
0.067	0.0285
0	0
0.005	0.0012
0.1369	0.049
5e-04	2e-04
0.0382	0.0157
0.264	0.1129
0.0723	0.0292
0	0
0.102	0.0431
0.0152	0.0074
9e-04	2e-04
0.0072	0.0034
0.039	0.0165
2e-04	2e-04
0.0098	0.0034
0.0073	0.004
0.1452	0.06
0.0012	3e-04
0.0139	0.0078
0.0076	0.0041
0.1457	0.0631
0.0013	7e-04
0	0
0.044	0.0235
0.0027	7e-04
0.0481	0.0205
0.0021	9e-04
0.002	0.0012
4e-04	4e-04
0.0525	0.017
0.0405	0.0163
0.0117	0.0054
0.0253	0.0091
0.0496	0.0214
0.0063	0.0029
0.0011	6e-04
0.0693	0.0284
0.071	0.0338
8e-04	2e-04
0.0132	0.0045
0.02	0.0091
6e-04	6e-04
0.1034	0.0403
0.0315	0.0138
1e-04	2e-04
0.0555	0.0195
0.0148	0.0096
0.0139	0.0036
0.1394	0.0614
0.0023	3e-04
0.0148	0.0069
0.0014	7e-04
0.0029	0.0015
0.0023	0.0032
0.0158	0.0082
0.0044	0.0024
0.477	0.2426
0.043	0.0164
3e-04	0
0.0055	0.0013
0.0019	0.0014
0.0421	0.0207
0.0037	0.0015
0.0117	0.0069
0.0021	7e-04
0.0146	0.0067
0.0143	0.0056
0.0049	0.0029
0.1738	0.0606
0.0023	0.0017
0.0026	0.0014
9e-04	8e-04
0.002	9e-04
0.0063	0.0033
0.0575	0.0206
0.0385	0.0172
0.0234	0.0122
0.0027	0.0016
0.0045	0.0029
7e-04	2e-04
0.1509	0.0582
0.0041	0.0013
0.0828	0.032
0.0043	0.0027
0.0829	0.0314
0	0
0.025	0.0134
0.1654	0.0542
0.0114	0.0052
6e-04	0
0.003	0.0015
4e-04	2e-04
0.1463	0.0568
0.0274	0.0121
0.0025	0.0012
8e-04	2e-04
0.0295	0.0151
0.1477	0.0618
0.0757	0.0346
0.5975	0.263
0.0014	5e-04
0.0061	0.0037
0.007	0.0036
0.0681	0.0302
0.0195	0.0082
0.0082	0.0041
0.0225	0.0076
0.3336	0.1372
0.0081	0.0037
0.061	0.0238
0.0523	0.0226
0.0048	0.003
0.0015	8e-04
3e-04	1e-04
0.006	0.0014
0.0266	0.0126
0.002	7e-04
0.004	0.0028
0.0168	0.0063
0.0013	5e-04
0	0
4e-04	0
0	3e-04
0.0046	0.0012
0.3503	0.1351
0.112	0.0425
5e-04	3e-04
0.0676	0.026
1e-04	1e-04
0.0012	0.0014
0.2745	0.1235
0.0165	0.0063
0	1e-04
0.0011	6e-04
0.0058	0.0011
0.0442	0.0196
0.003	7e-04
0	0
0.0067	0.0016
0.0233	0.0093
0.0125	0.0057
0.0735	0.0294
0.001	0.001
0.0608	0.0284
2e-04	0
0.0408	0.0164
0.0029	6e-04
0.1347	0.0516
0.0827	0.0364
0.0017	8e-04
0.1398	0.057
0.0147	0.0068
1e-04	4e-04
0.1013	0.0398
0.0155	0.0065
0.0024	9e-04
1e-04	1e-04
0.0149	0.0074
0.1327	0.059
0.3799	0.1601
0.0023	5e-04
0.0246	0.0104
1e-04	0
0.0267	0.0134
0.0335	0.0151
0.016	0.0087
0.0362	0.0128
0.0482	0.0176
8e-04	5e-04
0	0
0	3e-04
0.2415	0.0965
0.005	0.0027
4e-04	3e-04
0.0946	0.0288
0.0553	0.0215
0	0
0.0382	0.0156
0.0016	8e-04
1e-04	1e-04
0	0
2e-04	4e-04
0.017	0.0074
0.0064	0.0025
0.0353	0.0127
0.0012	0.0016
0.1371	0.0574
0.0068	0.0023
0.0638	0.024
0.0408	0.0147
0.0065	0.0039
0.1072	0.0435
2e-04	2e-04
0.1634	0.0605
0.0011	5e-04
0.1576	0.0664
0.0227	0.012
1e-04	3e-04
0.1678	0.0757
0.0142	0.0056
0.2426	0.0997
0.0017	0.0016
5e-04	2e-04
0.0096	0.0049
0.0426	0.0201
0.0017	2e-04
0	0
0.0075	0.005
0.018	0.0072
0.0028	0.0019
9e-04	5e-04
0.002	0.0027
0.0541	0.0237
0.0174	0.008
0.0026	0.0011
2e-04	5e-04
0.0881	0.0336
0.0507	0.0237
4e-04	4e-04
0	1e-04
0.0029	0.0013
0.0044	0.0016
0.0331	0.0174
0.0018	8e-04
9e-04	2e-04
0.0782	0.0281
0.0177	0.0081
0.0022	0.0012
0.0061	0.0023
0.002	8e-04
0.0054	0.0018
2e-04	4e-04
5e-04	3e-04
0.0025	7e-04
0.0077	0.0041
0.031	0.0105
0.0024	0.0013
0.0613	0.0263
0.3268	0.1323
0.0349	0.0118
0.0024	8e-04
0.0016	5e-04
0.0176	0.0082
0.0069	0.0043
1e-04	1e-04
0.0982	0.0381
4e-04	3e-04
0.0278	0.011
0.0116	0.0038
0.0213	0.0102
0.0379	0.0206
0.1899	0.0724
1e-04	0
1e-04	0
0.111	0.0382
4e-04	1e-04
5e-04	0
0.0032	0.0014
0.0075	0.0052
0.0019	0.001
0.0423	0.017
0.0037	0.0024
4e-04	5e-04
0.136	0.0541
5e-04	5e-04
0.0021	9e-04
0.0227	0.0103
0.0252	0.0103
2e-04	1e-04
0.0015	2e-04
0.1046	0.0375
0.1344	0.0506
0	0
0.0126	0.0061
0.0218	0.0091
0.0102	0.0054
9e-04	7e-04
0.0259	0.0113
0.0097	0.0057
0.1632	0.0644
8e-04	1e-04
0.0092	0.0035
0.0053	0.0028
0.0691	0.0275
0	0
5e-04	0
0	0
0.1423	0.0621
0.0641	0.0248
0.0014	7e-04
0.0051	0.0029
0.0037	0.0022
0.0034	0.0025
0.0048	0.0039
0.6549	0.3097
0.0166	0.0068
0.033	0.0118
0.1892	0.0687
0.0236	0.0111
0.062	0.0261
0.0051	0.0042
0.2943	0.1183
0.0028	0.0016
0.0177	0.0086
2e-04	0
0.0017	9e-04
2e-04	0
2e-04	5e-04
0.2457	0.0913
0.0053	0.0025
0.0012	2e-04
0.0015	0.0011
8e-04	6e-04
0.0143	0.0063
0.0695	0.0331
1e-04	1e-04
6e-04	3e-04
0.0225	0.0107
0.098	0.0399
0.0736	0.0326
0.0199	0.0091
1e-04	2e-04
0.0012	3e-04
0.0093	0.0053
0.0098	0.0039
0.0096	0.0039
1e-04	1e-04
2e-04	0
6e-04	2e-04
0.0014	6e-04
9e-04	2e-04
0.0351	0.0153
0.0631	0.0256
0.0117	0.0046
7e-04	4e-04
0.0544	0.0216
0.0024	0.0012
0.0045	0.0023
0.0412	0.0223
0.0083	0.0034
0.0047	0.0025
0.0102	0.0045
3e-04	1e-04
0.0014	0.0013
0.0036	0.0014
4e-04	0
0.0189	0.0075
0.0063	0.0049
0.015	0.0085
0.1139	0.045
0.0162	0.0077
0.0984	0.0414
0.0097	0.004
0.0478	0.0208
0.0092	0.005
0.0012	0.0013
0.0052	0.0014
4e-04	0.0011
0.0074	0.0053
0.0605	0.0229
0.0065	0.0039
0.0274	0.0099
0.0019	0.0013
0.0011	5e-04
0.0014	9e-04
0.0202	0.0096
0	0
0.0212	0.0094
0.0465	0.0199
0.0067	0.0026
2e-04	2e-04
0.0018	0.0014
4e-04	1e-04
0.0031	0.0016
0.0162	0.0064
0	4e-04
5e-04	3e-04
3e-04	4e-04
5e-04	2e-04
0	0
0	0
0.1115	0.05
0.0428	0.0149
0	0
0.0057	0.0028
0.3576	0.1491
0.01	0.0052
0.0017	8e-04
0.8546	0.4995
0.1193	0.0456
0.0048	0.0029
4e-04	0
0.0015	8e-04
1e-04	1e-04
0	1e-04
0.0029	9e-04
0.0565	0.0234
0.0048	0.0021
5e-04	7e-04
0.0012	6e-04
0.4993	0.2245
0.0241	0.0117
0.113	0.0478
6e-04	1e-04
0.0165	0.0085
0.0324	0.0138
7e-04	4e-04
0.0019	4e-04
0.0062	0.0036
3e-04	2e-04
0.1647	0.0638
0.0136	0.0055
0.0109	0.0035
0.0042	0.0031
0.026	0.0135
0.0042	9e-04
0.141	0.0593
0.0371	0.0162
0.0473	0.0156
0.0024	8e-04
5e-04	3e-04
0.0179	0.0074
0.2648	0.1151
0.0122	0.0059
4e-04	3e-04
0.0395	0.0185
0.0046	0.0031
0.0331	0.014
0.03	0.0133
0.1113	0.0519
0.0028	0.0013
5e-04	3e-04
0.0961	0.0401
1e-04	1e-04
4e-04	4e-04
0.2032	0.0877
0.0085	0.0047
0.025	0.015
0.008	0.003
0.1233	0.0525
0.1501	0.0678
0.3298	0.1391
0.2948	0.1132
0.0034	0.0013
0.0498	0.0175
0.0469	0.0193
0.0012	8e-04
0.0237	0.0144
0.4681	0.2127
0.028	0.0127
8e-04	8e-04
0.0263	0.0122
3e-04	3e-04
0.001	0.0014
0	0
0.0184	0.0082
0.0767	0.0334
0.1675	0.0668
0.0031	0.0018
5e-04	1e-04
0.0039	0.0039
0.0057	0.0029
0.06	0.0288
6e-04	4e-04
0.0627	0.0238
0.0054	0.0024
6e-04	2e-04
0.0962	0.0376
0.0065	0.0035
0	0
2e-04	3e-04
4e-04	0
0.0265	0.0117
0	0
6e-04	4e-04
9e-04	2e-04
0.1618	0.07
0.0586	0.0227
0.0231	0.0098
0.0152	0.0078
0.0761	0.0307
7e-04	6e-04
0.634	0.3302
0.0478	0.0198
0.0597	0.0229
0.0054	0.0042
0.0027	0.002
0	0
0.0061	0.0022
0.3117	0.1205
0.0564	0.0275
1e-04	2e-04
0.0024	0.0017
3e-04	2e-04
0	2e-04
0.0095	0.0041
0.593	0.2899
0.003	8e-04
0.0517	0.0223
0.0176	0.0071
9e-04	5e-04
0.0285	0.0155
0.0314	0.0139
0.0163	0.0092
0.0157	0.0063
0.1376	0.0586
0.0119	0.006
0.0261	0.0113
0.0383	0.0132
0.0013	9e-04
0.0464	0.022
0.0047	0.0015
9e-04	7e-04
0.0667	0.0317
0.0117	0.0054
0.0096	0.0052
6e-04	2e-04
2e-04	0
0.0129	0.0057
0.0074	0.0025
0.077	0.0275
0.0038	0.0027
0.0127	0.0058
6e-04	4e-04
0.0019	8e-04
0.0016	8e-04
3e-04	0
0.0278	0.0102
0.0063	0.0024
2e-04	0
3e-04	3e-04
0.0108	0.0059
0.0181	0.0067
0.002	0.0014
0.0028	0.0013
2e-04	1e-04
0.0066	0.0019
0.0486	0.0242
2e-04	3e-04
0.0296	0.0128
0.0307	0.0095
0.0168	0.009
0.0211	0.0089
0.0011	6e-04
0.0025	0.0021
0	0
1e-04	1e-04
0.0768	0.0317
0.019	0.0092
0.0033	0.0011
0.0014	4e-04
0.0025	9e-04
4e-04	2e-04
0.0417	0.0205
0.039	0.0162
0.0325	0.0129
0.1522	0.057
0.0169	0.0073
0.0025	0.0015
5e-04	1e-04
0.3108	0.127
0.0197	0.0092
0.1684	0.0679
0.0016	8e-04
0.0029	0.0015
