FMP	FPP
0	0
0.023	9e-04
2e-04	0
0.0012	1e-04
3e-04	0
1e-04	0
0	0
0	0
0.0104	2e-04
0.0032	5e-04
0.0204	4e-04
0	0
0	1e-04
0	0
4e-04	0
0	0
7e-04	0
0.0215	8e-04
0.0111	2e-04
0.0014	0
1e-04	0
0.0073	2e-04
0	0
0	0
3e-04	0
0.0107	2e-04
0	0
3e-04	0
0.0031	2e-04
0	0
0	0
0.0042	5e-04
0.003	1e-04
0.0027	0
0.0015	0
0	0
1e-04	0
0.0096	8e-04
3e-04	0
1e-04	0
0	0
0.0037	1e-04
1e-04	0
5e-04	0
5e-04	4e-04
0.0026	3e-04
0	0
0.0042	0
2e-04	0
5e-04	2e-04
0.0024	1e-04
2e-04	0
1e-04	0
0	0
0	0
0.0035	5e-04
0.0012	0
0.0062	8e-04
0	1e-04
5e-04	0
0	0
0.005	2e-04
0	0
0	0
1e-04	0
3e-04	0
4e-04	0
3e-04	1e-04
0.0167	0.0014
0.0063	3e-04
5e-04	2e-04
0.0579	0.0012
9e-04	0
5e-04	0
0.0124	5e-04
0.0024	0
7e-04	0
2e-04	0
0.0031	0
0.0011	0
0	0
0.0035	0
0	0
6e-04	0
0	0
0.0043	2e-04
0	0
0.0048	1e-04
0.0093	7e-04
9e-04	1e-04
0	0
0.0175	7e-04
0.054	0.0024
9e-04	0
0.0027	2e-04
0	0
0.0011	0
6e-04	3e-04
0	1e-04
2e-04	0
0	0
0	0
1e-04	0
4e-04	0
2e-04	0
1e-04	0
0.0231	9e-04
0	0
0.0091	3e-04
0	0
0	0
0	0
0	0
0	0
3e-04	0
0.0029	1e-04
0	0
0	0
0	0
0	0
0.0142	4e-04
0.0087	1e-04
0.0015	0
0	0
0.002	3e-04
0.0065	9e-04
0.0162	0
0.025	3e-04
0	0
0	0
4e-04	0
0	0
0.0032	3e-04
0.0346	0.0017
0	0
6e-04	0
0	1e-04
0.0014	0
4e-04	0
1e-04	0
3e-04	0
0	0
0.0023	0
0.0108	3e-04
0	0
0.0864	0.0015
1e-04	0
1e-04	0
5e-04	0
0.0056	2e-04
1e-04	0
0	0
1e-04	0
0.0012	2e-04
0.0018	1e-04
0.0013	1e-04
0.001	0
0	0
2e-04	0
0	0
2e-04	0
0.0184	7e-04
0.0101	2e-04
0.0058	2e-04
1e-04	0
0.0013	1e-04
0	0
8e-04	0
3e-04	0
0.0013	1e-04
0	0
0.0012	0
0	0
4e-04	0
0.0014	0
1e-04	0
6e-04	0
0.0079	0.0017
0	0
5e-04	3e-04
2e-04	0
5e-04	2e-04
1e-04	0
0	0
0.0036	0
0.0105	5e-04
0.002	0
1e-04	0
0.0031	3e-04
1e-04	0
0.0346	9e-04
0	0
1e-04	0
4e-04	0
0.0041	2e-04
4e-04	0
0	0
0	0
0	0
0	0
1e-04	0
0.001	0
0.0046	3e-04
3e-04	1e-04
1e-04	2e-04
0.012	4e-04
0	0
0.0076	1e-04
0.0025	2e-04
0	0
1e-04	0
8e-04	0
0.0041	2e-04
0.0021	0
0.0018	0
0.0112	0.001
0	0
4e-04	1e-04
0.0019	1e-04
1e-04	1e-04
0.0016	0
1e-04	0
0.0027	4e-04
0	0
4e-04	0
2e-04	0
3e-04	0
0	0
0.0022	1e-04
0.0066	0
0	0
4e-04	0
0.0015	0
0.0132	1e-04
0	0
0	0
0.0022	0
0.1496	0.006
0.0018	0
0.0099	7e-04
0	1e-04
0.0112	3e-04
0	0
8e-04	0
1e-04	0
1e-04	0
0.0123	4e-04
0.001	0
2e-04	0
5e-04	0
0.0027	1e-04
0.0123	3e-04
1e-04	0
0.0122	2e-04
1e-04	0
2e-04	0
0	0
0.0013	0
0.0133	2e-04
0.0062	0
9e-04	0
1e-04	2e-04
0.0033	1e-04
9e-04	0
0.0158	6e-04
1e-04	0
0.0042	1e-04
0.0137	7e-04
0	0
0	0
5e-04	0
0	0
0	0
0	0
