FMP	FPP
0.0195	0.016
0.0969	0.0984
0	0
0.0023	0.0042
0.0367	0.0327
0.0073	0.0082
0.0204	0.0236
0.0028	0.0012
0.1502	0.1404
0.0036	0.0054
0.0026	0.0015
8e-04	4e-04
0.2406	0.2496
2e-04	2e-04
0	0
0.0111	0.0146
0.001	0.0012
0.0134	0.0122
0.1055	0.1044
1e-04	1e-04
0.0013	0.0018
0.0024	0.0024
0.0157	0.0178
0.0035	0.0026
0.0695	0.0646
0.0018	0.0015
0	0
0.0375	0.0319
1e-04	2e-04
0.0056	0.0063
0.0501	0.0472
0.0015	0.0019
0.001	0.0014
0.0177	0.0194
0.0078	0.0048
0.0194	0.0203
9e-04	0.0017
0.0211	0.0173
0.1984	0.2004
0.0018	0.0032
0	1e-04
0.006	0.0058
6e-04	7e-04
0.0316	0.0293
5e-04	9e-04
0	0
0.0515	0.0508
0.0462	0.0477
0.0102	0.0092
0.0536	0.0615
0.0391	0.0438
0.0291	0.0309
0.0421	0.0431
0.0189	0.0155
0.0155	0.0163
0.0098	0.0109
2e-04	0
0.0028	0.0034
0.0106	0.0111
0.0019	0.0017
0	0
0.0026	0.0037
0.0996	0.098
0.025	0.0199
0.0023	0.0023
0.012	0.0127
0.1459	0.1538
6e-04	0.001
6e-04	0.0012
0.0014	7e-04
0.1379	0.1394
0	0
0.1696	0.1605
0.0325	0.0335
0.009	0.0142
1e-04	1e-04
5e-04	4e-04
0.4957	0.4821
0.001	4e-04
0.0086	0.0094
0.001	0.0019
0.0085	0.0097
2e-04	3e-04
0.0048	0.006
0.0668	0.0674
0.0319	0.0381
0.0131	0.015
0.0021	0.0018
1e-04	0
0.0013	0.0021
0.0312	0.0306
0.0994	0.1033
0.0024	0.002
0.0212	0.0175
0.174	0.1707
0.1667	0.1812
0.0041	0.0041
0.1117	0.1173
0.0116	0.0128
0.0189	0.0149
0.0286	0.0314
0.0094	0.0098
0.0346	0.0348
0.0074	0.007
0.0026	0.0036
0	0
0.0044	0.0058
0.0254	0.0245
0.0176	0.0125
0.006	0.0068
0.1045	0.1136
0	6e-04
0.059	0.062
0.0028	0.0034
0.0192	0.0144
0.1559	0.1462
0.0064	0.0048
0.0116	0.0098
0.0391	0.0421
0.0037	0.0044
0.1317	0.1293
5e-04	4e-04
8e-04	0.001
0.0117	0.0117
0.0052	0.0041
0.7114	0.7074
0.0073	0.007
0.0153	0.0148
0.1294	0.1368
1e-04	3e-04
0	0
0.037	0.0386
0	1e-04
0.036	0.0309
0.0031	0.0016
0.0015	0.0018
0.0139	0.0137
2e-04	0
0.0211	0.0213
0.0233	0.0197
0.1836	0.1807
1e-04	0
6e-04	0.0011
0.1905	0.1875
0.1053	0.0958
1e-04	3e-04
0.001	8e-04
0.211	0.2048
6e-04	6e-04
0.0014	0.0012
0.4032	0.4064
0.0033	0.0037
0.003	0.0024
0.0055	0.0057
0.0052	0.0034
0.0069	0.0063
0.0055	0.0042
0.0169	0.021
1e-04	0
0.0023	0.0014
8e-04	5e-04
0.1366	0.1378
0.0312	0.0232
0.0029	0.0029
0	1e-04
0.4022	0.3985
0.0022	0.003
0.0108	0.0083
0.0668	0.0605
6e-04	5e-04
0.2714	0.2725
0.134	0.1342
0.0046	0.005
0.0186	0.0205
0.0027	0.001
