FMP	FPP
7e-04	2e-04
0.1637	0.0433
0.0243	0.0059
0.001	2e-04
0.0235	0.0073
0.1515	0.0349
0.0041	0.0016
0.0015	1e-04
0.0075	0.0038
1e-04	0
0.0024	0.0022
0.0026	6e-04
0.0126	0.0039
0.0288	0.0082
0.1807	0.0416
0.0021	6e-04
0.0662	0.0151
0	0
0.0226	0.007
0.0016	6e-04
0.0322	0.0099
0.0149	0.0043
0.0083	0.002
2e-04	1e-04
0.0018	6e-04
0.0011	5e-04
0.0122	0.0029
0.0553	0.0128
0.0763	0.0221
0.0632	0.0161
0.0057	0.0021
0.0163	0.005
0.0012	2e-04
0.0074	0.0012
0.0115	0.0035
0.0289	0.0086
0.0023	7e-04
0.0855	0.0257
0.003	9e-04
0.0016	0.0013
0	1e-04
0.0896	0.0251
0.0012	0
0.0256	0.0091
0.08	0.017
0.0062	0.003
0.0011	1e-04
0.0349	0.0086
1e-04	0
0.1476	0.0382
0.0221	0.0073
8e-04	1e-04
0.0016	2e-04
9e-04	5e-04
0.0034	0.0014
0.095	0.0286
0	0
0.006	0.0017
3e-04	2e-04
0.0443	0.0148
1e-04	0
0.0078	0.0019
0.0018	6e-04
1e-04	0
0.002	5e-04
0.0158	0.0055
0.0362	0.0105
0.3676	0.085
3e-04	2e-04
0.0029	9e-04
0.0048	4e-04
0.0933	0.0254
0.0474	0.0068
0.009	0.0022
0.0012	9e-04
0.0034	0.0011
0.3398	0.0857
0.001	1e-04
0.0023	7e-04
0.0011	4e-04
0.0012	3e-04
0.0037	0.0017
0.0149	0.0045
6e-04	4e-04
0.0041	0.0015
0.0896	0.0237
0.1065	0.0278
0.0109	0.0027
0.0154	0.0038
0.0022	8e-04
0.0076	0.003
0.0157	0.0059
0.0609	0.0132
0	0
0.0865	0.02
0.0328	0.0081
0.186	0.0466
0.0116	0.0045
0.0016	1e-04
4e-04	1e-04
0.0055	0.0019
1e-04	0
7e-04	3e-04
0.0034	0.001
0.0014	3e-04
0.0035	0.0018
0.1723	0.0458
3e-04	1e-04
0	0
0.0013	2e-04
0.1408	0.0333
1e-04	0
3e-04	1e-04
0.0256	0.0061
0.0055	0.0023
0.0047	6e-04
8e-04	4e-04
3e-04	2e-04
0.0126	0.0049
0.2186	0.0562
0	1e-04
0.0197	0.0041
9e-04	3e-04
1e-04	3e-04
0.0213	0.0058
0	0
0.001	3e-04
0.0078	0.002
0	0
0	0
3e-04	1e-04
0.0026	5e-04
0.1065	0.0256
0.1829	0.0374
0.0102	0.0028
0.0961	0.0256
0.0164	0.0033
0.1002	0.0223
0.0026	9e-04
0.0354	0.0081
0.001	0.0011
0.0039	0.0018
0.0031	6e-04
0	1e-04
0	0
0.0028	8e-04
0.0016	2e-04
0.0024	2e-04
0.0803	0.0185
0.0191	0.0052
0.0023	5e-04
