FMP	RMP	FPP	UPP	ANPP	NPP	ANCOVA
0.4628	0.4679	0.0524	0.2964	0.2343	0.2348	0.630078499239138
0.5508	0.5476	0.0803	0.3439	0.2802	0.283	0.672126524255035
0.1809	0.167	0.0215	0.1089	0.0787	0.0744	0.325455262817418
0.9381	0.9348	0.2558	0.8016	0.7444	0.7495	0.951527451758733
0.026	0.023	0.0035	0.0138	0.0123	0.0135	0.106710023802837
0.0373	0.029	0.0044	0.022	0.0186	0.0172	0.127456163348469
0.6814	0.6797	0.1286	0.4949	0.4075	0.4181	0.762038357391736
0.8174	0.8154	0.1692	0.6246	0.5497	0.5624	0.869572806720379
2e-04	9e-04	0	8e-04	2e-04	2e-04	0.00249931023978193
0.03	0.028	0.0031	0.0181	0.0106	0.0113	0.119872055817617
0.4952	0.501	0.0606	0.3188	0.2571	0.2482	0.644832655393229
0.2047	0.2019	0.0179	0.1188	0.0796	0.0899	0.425736844384607
0.0136	0.0072	0.0018	0.0076	0.0047	0.0053	0.0491384877939347
0.3457	0.3411	0.0369	0.2056	0.1596	0.1632	0.515881921134644
0.0513	0.0532	0.0071	0.031	0.025	0.0207	0.16339145260264
0.2963	0.3041	0.0378	0.1727	0.1364	0.1357	0.472585637668365
0.2254	0.227	0.025	0.1309	0.0916	0.0951	0.428368590008397
0.1455	0.1364	0.0137	0.0742	0.0611	0.0623	0.330790419261011
0.1517	0.1379	0.0166	0.0892	0.0549	0.0608	0.303804274984568
0.7253	0.7199	0.1177	0.5146	0.4394	0.439	0.806653893712
0.3669	0.3654	0.0494	0.2049	0.178	0.1681	0.539472476346257
0.17	0.159	0.0183	0.1003	0.0764	0.0754	0.318086606086029
0.8044	0.7903	0.1778	0.6012	0.558	0.5578	0.844927683075394
0.0941	0.0863	0.0067	0.0559	0.0382	0.0375	0.233321783691175
0.0017	0.0038	4e-04	6e-04	0.0014	3e-04	0.0131050249332456
0.8269	0.8321	0.2004	0.6478	0.5672	0.5917	0.870217223807184
0.6397	0.628	0.0797	0.4084	0.3439	0.3398	0.761435249265769
0.0718	0.0749	0.0079	0.0393	0.0329	0.0325	0.206918922643806
0.0846	0.0824	0.0086	0.0509	0.0411	0.0295	0.259742821602248
0.2303	0.2311	0.0255	0.1374	0.1012	0.1127	0.406986095754643
0.3272	0.3362	0.0303	0.1837	0.1473	0.1465	0.523687395788221
0.7135	0.7107	0.1546	0.5074	0.4458	0.4469	0.773962985697191
0.1249	0.1187	0.0115	0.0688	0.0532	0.0553	0.281499027182944
0.023	0.019	0.0027	0.0144	0.0086	0.0088	0.0901120522264596
0.5905	0.5996	0.0775	0.3804	0.305	0.3011	0.733613339615007
0.2751	0.2778	0.0271	0.1616	0.1186	0.1247	0.481988530029521
0.7864	0.7905	0.1274	0.5676	0.4874	0.4954	0.854255525375256
0.299	0.2922	0.0376	0.1757	0.1417	0.1436	0.493772603255883
0.6887	0.6884	0.0845	0.4638	0.3778	0.3824	0.812028575998094
0.5005	0.4986	0.0669	0.306	0.2507	0.2629	0.647862338069737
0.5549	0.5509	0.0873	0.3517	0.2972	0.2888	0.668340530732661
0.267	0.2718	0.0325	0.151	0.1185	0.1224	0.461657210126843
0.032	0.0374	0.0052	0.0248	0.0139	0.0193	0.145112675291195
0.2557	0.2598	0.0222	0.1432	0.1085	0.1093	0.476560324624482
0.0247	0.02	0.0035	0.0132	0.0118	0.0109	0.091757190716679
0.3286	0.3319	0.0343	0.1925	0.1384	0.1615	0.541230217988865
0.5359	0.5481	0.085	0.3609	0.2992	0.3028	0.654064140506009
0.0044	0.0038	9e-04	0.0056	0.0016	0.003	0.0291963219299381
0.2957	0.2988	0.0354	0.1707	0.1353	0.141	0.461710722847933
0.8066	0.8174	0.1412	0.6059	0.5279	0.5296	0.875419686065507
0.8041	0.8111	0.1719	0.6149	0.5387	0.5358	0.855928054709528
0.0255	0.028	0.0047	0.0178	0.015	0.0139	0.115830032161525
0.4618	0.4593	0.0485	0.2703	0.207	0.2272	0.641326645402643
0.6763	0.6779	0.121	0.4826	0.4064	0.4076	0.771839030558138
0.3764	0.3769	0.0506	0.2214	0.1811	0.1822	0.533097431865699
0.5015	0.5172	0.0637	0.3085	0.2561	0.251	0.659627895902845
0.6398	0.6329	0.0788	0.4133	0.3435	0.3368	0.764531453918119
0.0092	0.0058	0.0011	0.005	0.0032	0.0045	0.0369108721754523
0.4568	0.4328	0.051	0.2756	0.209	0.2094	0.634174161559092
0.0214	0.021	0.0019	0.0135	0.0115	0.0119	0.095326241733389
0.1809	0.1929	0.0203	0.1188	0.0845	0.0847	0.382721942800396
0.0507	0.0427	0.0051	0.0292	0.0211	0.0221	0.152441123242668
0.5576	0.568	0.1174	0.3827	0.3332	0.3329	0.646417998146109
0.1891	0.1824	0.0205	0.1054	0.0786	0.0835	0.387030811255267
0.9358	0.9299	0.3781	0.8378	0.7904	0.8023	0.946603966437075
0.0888	0.0829	0.0094	0.0485	0.036	0.0314	0.259083265381552
0.7902	0.782	0.1654	0.584	0.5191	0.5186	0.843649883636909
0.2857	0.2805	0.0297	0.1656	0.1256	0.1424	0.44766603308051
0.113	0.105	0.01	0.0591	0.0453	0.0451	0.284178012338704
0.5134	0.5175	0.072	0.3314	0.2632	0.2791	0.645248045932404
0.0541	0.0506	0.0065	0.0353	0.0241	0.0232	0.167742376052109
0.0935	0.1018	0.0093	0.0622	0.0426	0.0397	0.252646144490197
0.1315	0.128	0.0141	0.077	0.0548	0.0573	0.298080139592204
0.454	0.4555	0.0626	0.2793	0.2219	0.2296	0.606164266516145
0.7676	0.7601	0.1515	0.5539	0.4823	0.4835	0.832758179894589
0.2982	0.3038	0.0354	0.1699	0.1333	0.1437	0.470208537734994
0.2822	0.2681	0.0254	0.1589	0.1172	0.126	0.480316315561621
0.4461	0.4597	0.0665	0.2937	0.238	0.2435	0.572853599079936
0.2178	0.2231	0.0278	0.1184	0.1064	0.1032	0.411183879689843
0.5579	0.5494	0.0809	0.3561	0.3088	0.2958	0.672141657912239
0.2107	0.2015	0.0278	0.122	0.096	0.0931	0.369156838609786
0.2988	0.2927	0.0403	0.1864	0.1462	0.1521	0.440295500059641
0.5278	0.543	0.0756	0.3444	0.2741	0.2893	0.664584388469703
0.0377	0.0419	0.0046	0.0236	0.0173	0.0183	0.134224482822675
0.1542	0.1537	0.0175	0.0887	0.0655	0.0695	0.363787208292985
0.2536	0.2537	0.0301	0.1427	0.1232	0.1219	0.436514002463276
0.0011	0.001	1e-04	7e-04	4e-04	7e-04	0.0066686358717842
0.9364	0.9246	0.1903	0.793	0.7064	0.712	0.955689897670646
0.35	0.3606	0.0308	0.2101	0.1463	0.1538	0.575795220134318
