FMP	RMP	FPP	UPP	ANPP	NPP	ANCOVA
0.502300382106616	0.502752065676237	0.453015760784398	0.452518700517866	0.454341717317637	0.451562073679375	0.28527783846923
0.726229797582173	0.72493774183126	0.761346923026485	0.770186839576647	0.765745743965792	0.765987610158371	0.875345744547481
0.591483374989341	0.591100491281773	0.575026177202388	0.580575483442269	0.579329694308309	0.580570253656339	0.538345444211487
0.681630389060803	0.682852953247337	0.70456687876122	0.702732773434396	0.701751247282816	0.700558802425877	0.782743990822093
0.649625328195594	0.64945983098957	0.661641980725725	0.657627060538277	0.661395554800008	0.658365738726681	0.69691239743376
0.625379480239768	0.626122592781432	0.62205464133388	0.622020728351448	0.623499899927149	0.622911307316856	0.600217473162764
0.688114288564719	0.685983463475372	0.711991874361406	0.706341531462917	0.707502410667601	0.705108595988235	0.792368063113427
0.654820439923088	0.655871828723478	0.669609645573847	0.663034808776048	0.666995693357636	0.666396449398156	0.701598126651943
0.671992458856443	0.674456060840348	0.684848529299257	0.681255034823058	0.684242832774255	0.68336779008533	0.719441094509277
0.583973809126468	0.585961723503454	0.569376503840081	0.572093427987628	0.575295461448394	0.572033500171727	0.535017678124914
0.70880422941905	0.708812401699504	0.743489637067822	0.734354604791919	0.737285300666667	0.736512237468879	0.846713781389617
0.668973968875326	0.670642311295346	0.688556466457113	0.685080553868945	0.685003121083062	0.685076778154486	0.770500315400387
0.675458275472761	0.678098520868121	0.695422345879202	0.689334214125284	0.689922229815427	0.691125088466134	0.747334736565272
0.639148837790241	0.638858689049025	0.644656241758154	0.643213994388983	0.642523308132589	0.64321373065013	0.664493236662974
0.59925648367089	0.59674158096936	0.586678539855663	0.589206089958517	0.587608474293122	0.588289707917948	0.55644230370764
0.636187994094745	0.632155903218932	0.630690520517084	0.630680271156942	0.630725508315788	0.630305098199459	0.606224674509836
0.553068507064955	0.553836338984125	0.518260919925742	0.522980391818076	0.52380355347645	0.522447366495615	0.398415963111966
0.605342579101089	0.605105293301093	0.597364204172293	0.598613557969154	0.596533811451728	0.596998493522115	0.559422063732036
0.467237592224498	0.464557007326839	0.403689665824045	0.399950966779765	0.402127034482112	0.40354195704873	0.216552662789192
0.738587818045327	0.739129568295486	0.783795867018314	0.786420707832805	0.786322267727151	0.783983163965359	0.928538123032053
0.707990019788954	0.706515880338332	0.743852069458331	0.733922403668489	0.735766540007898	0.735558774154004	0.859768794296185
0.645176583543415	0.647842471224934	0.65014402476927	0.649666280864671	0.649665918599482	0.649603542999256	0.649129617184298
0.681727455627802	0.683987415046582	0.702572354123024	0.694952018610949	0.695884439660388	0.696762877076994	0.745238054407177
0.543476603842153	0.54633066914157	0.50242452727049	0.516112809168675	0.511111969585445	0.5091650461537	0.381802105700808
0.601102551137766	0.600632992246522	0.584942534532596	0.586329414945103	0.587447317515467	0.585565141476115	0.518560802848771
0.522709920811492	0.525870320520416	0.481116381991402	0.47802007144618	0.479814484388946	0.479619726766234	0.335588395668175
0.563625818431633	0.564666659074999	0.532019326499648	0.533643785002315	0.532685334364283	0.534130426562655	0.416102879999385
0.633404461955316	0.632106170272336	0.636117107698196	0.640120188410376	0.635450536026272	0.637118998465911	0.660934137370268
0.649501287696496	0.648833227378938	0.660533519563712	0.66270043522427	0.665412081661405	0.665286168074825	0.722210315158342
0.650435109559113	0.653287612830265	0.666073210756482	0.664305328617633	0.661569486620277	0.664401186964186	0.719484175010042
0.6273006937307	0.627465502942097	0.632131849641789	0.626393756003802	0.625007940975314	0.628501093930184	0.636447196993516
0.53088356042478	0.53045873565044	0.4913628368774	0.496672256915028	0.492945095207521	0.494795615327164	0.355581419444342
0.588185835113424	0.590624510470566	0.576128032609842	0.575443003926864	0.578705517094863	0.577510401798652	0.534756854562973
0.506651538592156	0.504322386219165	0.452424921843106	0.437657933406634	0.442772409667638	0.442521251630243	0.260320672300407
0.676134309015131	0.674631436489005	0.682988539094324	0.681026220930282	0.681686098175493	0.682261246854099	0.677847482573059
0.653555686262437	0.653182895738407	0.66716097292711	0.66110754982747	0.660128264747971	0.662974827720809	0.685583168899599
0.715502642456809	0.717062212499257	0.749391206719235	0.743271524861412	0.748442111099545	0.744531216890671	0.84161053339762
0.521576113254562	0.518839596659862	0.474814134999655	0.474272398666478	0.474940270072432	0.476250058356222	0.329564633223387
0.749799811922022	0.750248501199	0.784652013217785	0.777864030461215	0.780614812060287	0.779474756266508	0.852295392077175
0.684292165560088	0.681743455012062	0.70262769978977	0.70113140006594	0.702020228857377	0.699362546631471	0.766392404874233
0.618765800230321	0.622108082872709	0.622078064867096	0.624620801518158	0.622432876279381	0.624301285007477	0.638375769237572
0.635854122553585	0.636845925186079	0.644853226490908	0.64401070041323	0.645458965904201	0.643846286902981	0.685614246598
0.524845995685986	0.527091293167438	0.488552752818169	0.492302547275493	0.486025599021744	0.488211010307136	0.362546435945461
0.660347523902744	0.663780406690073	0.676088089251646	0.679211944640455	0.678270130763125	0.678769053143664	0.738311014049025
0.61080651128418	0.612415929757856	0.6027871554248	0.60361087282711	0.601888216856437	0.605690302180188	0.588544288560274
0.632056740742684	0.630839624183908	0.632424474890283	0.636346509700558	0.633351915514061	0.635098330669848	0.66349183997646
0.736432489102462	0.739233904962072	0.78823302448787	0.78603295792569	0.78698113781391	0.782374851340965	0.95446132245501
0.619729841296953	0.624212774927875	0.616506612269387	0.618254655240941	0.618795619612996	0.61757630041852	0.606198166148071
0.529822163617295	0.531823575030393	0.488941507532037	0.489947623050142	0.487462126041089	0.491814688974156	0.347483532856606
0.568096307670355	0.570425906741945	0.540409556597594	0.550896071725497	0.547940817901353	0.544780657749917	0.454812412629584
0.549219574172849	0.54987713711096	0.516764384732985	0.510142076819628	0.511050105341382	0.511962206324973	0.391963817604028
0.624286174069625	0.623517604175105	0.621591252330853	0.620596728132658	0.62330282621453	0.623600247932146	0.613562373075153
0.557621340341094	0.55944831606465	0.527220852924348	0.528062903253401	0.527518169433392	0.52893935099933	0.416863964573573
0.612483762532312	0.613141607019512	0.606252854899556	0.603011309848253	0.605385789458326	0.608539585175402	0.580591585487088
0.538567617506378	0.538898540022431	0.500636104891722	0.506915289872158	0.501236326211164	0.504306463634065	0.38558013284933
0.656798230381007	0.654784503732103	0.671368643502924	0.664383000940186	0.668060709146882	0.667421216721775	0.725686040806021
0.562682763199171	0.56270331586221	0.531828508251145	0.538825318640395	0.535958170388688	0.53513470051056	0.437001562800719
0.601230320696549	0.599519019739897	0.584659450888909	0.589129108133024	0.589438019239025	0.585623757387338	0.522575861759173
0.589951808293205	0.588491339870811	0.569156347284976	0.569426715604508	0.569474174689154	0.568699038338325	0.496410971208296
0.655487914125872	0.65378527870732	0.659951042609424	0.658589474676899	0.660274179538826	0.660336935241019	0.645275599688858
0.593126647393475	0.592680340370952	0.580100022708648	0.575431287312795	0.577510648187474	0.57687305154639	0.522556601403198
0.671132797019776	0.673343741287166	0.686858415763858	0.688413970232223	0.688377130347841	0.691183425526176	0.728691503833084
0.566967869803007	0.567036741537198	0.544164567497542	0.533981817699547	0.535299289148115	0.534152979267173	0.439401163797004
0.546406114218598	0.549047161513415	0.526416447972948	0.518163225793003	0.522843847255295	0.523824343344443	0.46703701213712
0.613173077374308	0.612480248773694	0.604243255711519	0.605331357507392	0.603269520669962	0.605679550058345	0.576922031144342
0.494745695377402	0.495042982990631	0.460883435755707	0.416959737338849	0.435213626019762	0.434657075280159	0.273376955977462
0.638406991344694	0.640195309394209	0.649930230524728	0.654344295250253	0.652345634506189	0.651910620054793	0.704242626152742
0.643619278712904	0.639758187409928	0.647968398028087	0.644587182839798	0.643145431837965	0.644013751163479	0.648025193989003
0.70673296805586	0.706384193946924	0.727592682016977	0.735469291418758	0.730579228813209	0.731517567744688	0.806189994546093
0.647077529083226	0.646667512699465	0.652614005511336	0.648923851320342	0.649157130310062	0.652300566217531	0.663651795663771
0.627600696205822	0.628127238422092	0.628416901614501	0.628880609211147	0.627789862624486	0.631187864116213	0.646539303499011
0.622443342181898	0.623983433169113	0.615029455956199	0.616890284687093	0.616629397560343	0.616851450157974	0.592226941372514
0.611892289764723	0.60887002105078	0.598909028460837	0.602855399490354	0.601758955030265	0.600695373350884	0.545437211477641
0.429281847605842	0.431106251761052	0.366691405106264	0.357815967843474	0.360366152480479	0.360148980463553	0.194075857355703
0.512376615099393	0.512547051553137	0.464130280865464	0.465715279067152	0.464435357151097	0.467436547557818	0.307922871293639
0.691065666329587	0.691298484279947	0.70705355159224	0.719822239377131	0.717581543634347	0.714836806504824	0.775303969314109
0.692993346091196	0.693275450062101	0.716288212228208	0.710145628684126	0.71358925844664	0.712414800029724	0.75425672514525
0.719305461271977	0.719620216011253	0.760071876789139	0.752620906357782	0.753704096632572	0.755559867073631	0.884681579425855
0.488435126553983	0.485289598022865	0.453295122513805	0.412503618525434	0.430928039296492	0.431878398035503	0.257295816613779
0.661142354182617	0.660078150452641	0.672914179073255	0.66844764576436	0.668438745769405	0.667571269299787	0.700111900229029
0.560225652416115	0.557807738793971	0.532342516373811	0.53352100135144	0.532425243859747	0.534310334374856	0.470025283877144
0.671301004223424	0.670175724852721	0.682720500687705	0.679525224452998	0.681867760486538	0.679261742202496	0.7048234575543
0.673407064442036	0.670471117063482	0.688194265978711	0.683246682804002	0.681697296377385	0.681278860726282	0.727358631771642
0.582485853963205	0.581881535531767	0.561450907749917	0.568999094884737	0.566189682050549	0.568843023614458	0.506497955136394
0.594233309901645	0.592602642975322	0.581450509240353	0.588037180436839	0.586168588330565	0.586010915535369	0.572750242359819
0.703717521626468	0.701169543748241	0.720095251281338	0.717575988407642	0.717932474909695	0.719876602376147	0.750270746044129
0.578084950288267	0.575622132540478	0.559921764439019	0.563699607991644	0.562574274527005	0.564161641649547	0.5247772463161
0.690127364365079	0.693562068703696	0.706030194035235	0.705792084661633	0.703562448792824	0.706005832886219	0.721467560389686
0.609691101538588	0.610984133079306	0.597543515278786	0.600502108689671	0.602448736648129	0.599194608641243	0.563824460995228
0.702726787268771	0.704292437820027	0.739723351914925	0.729173234159206	0.73273342969602	0.731209873538322	0.834608565656413
0.614968218980729	0.617171061628099	0.610205196036179	0.612874341355818	0.613766978835037	0.61238060230736	0.601441367079109
0.554594324183695	0.559046714988801	0.524897624653826	0.532527800835394	0.528739647311422	0.530709955196664	0.42171917760112
0.508644719987732	0.50653554527114	0.456791847848319	0.461640960701204	0.465633594720588	0.464536430002467	0.311525684997804
0.586369293957598	0.583459488853912	0.563010128650057	0.565500105709186	0.564487124222855	0.564860206296431	0.481448564615044
0.635398731811321	0.631689354032228	0.636944447185531	0.637178853549355	0.638459666597523	0.63738293490688	0.667565442738838
0.467217248735068	0.470323161196445	0.410529378632084	0.405077934397107	0.409354177168584	0.407976459211995	0.243203843683877
0.56386325593824	0.56779935014186	0.539727956817728	0.54311857901402	0.540813659339121	0.542129948176896	0.458363840293565
0.559410198372293	0.55886913300605	0.52299526795489	0.530853932270975	0.529622816312073	0.526624074587626	0.40765771169653
0.629465528519983	0.625849749239092	0.623502341773805	0.6268258698281	0.625142549701389	0.618567218097796	0.590970301314301
0.541632214673101	0.544158390259107	0.512930432819726	0.497000866095119	0.503615081972984	0.505746572314118	0.397477346854461
0.611467661732092	0.612668145422437	0.602184387880909	0.606638893018878	0.60571557514197	0.607167654039605	0.582059186000194
0.628506140753306	0.627964916603707	0.626912473669335	0.624552691192324	0.626716443357727	0.630642472840884	0.646066029494372
0.619016545384607	0.618120409088094	0.611097812400921	0.613428882483563	0.613156877633678	0.612530802859654	0.587187090627209
0.632887513170767	0.631077618613217	0.628875779346446	0.632311497100583	0.631591868367537	0.630498603064324	0.617010971317158
0.675848953875031	0.677696398574728	0.702640066043866	0.701037393444722	0.701033913191438	0.702200971951285	0.793977280462628
0.62759577452987	0.627453603927302	0.628218707596824	0.630099562113082	0.629442805494352	0.631051942533098	0.640194495918946
0.623486445926139	0.626042729990021	0.623273801916448	0.62450529682425	0.625225363586598	0.625530461311735	0.635228153763327
0.683299221624171	0.680129712754917	0.69650779269635	0.692604573066595	0.698329412445489	0.692900534549442	0.744210255115998
0.617151014102587	0.617803405300993	0.614567562342596	0.611696310229942	0.610034497773336	0.611585947274811	0.580906003627887
0.564222351217243	0.565795006659199	0.539992116330204	0.543280954909316	0.546189236908436	0.545806999026898	0.479919874748143
0.587596769946941	0.586286406529818	0.565772405629339	0.571567557448619	0.570931805531147	0.571493636556721	0.500871986818613
0.6287286534181	0.628340067601936	0.628944668687025	0.627884590001253	0.628192500943973	0.626968968710476	0.607984561485872
0.694093362814005	0.693077195023567	0.72534051762937	0.715022909912334	0.714843404148185	0.718540008503006	0.813132524468393
0.609266335873135	0.607733557160483	0.590996361462287	0.596638579479421	0.594948143471443	0.596872097484719	0.53838991124105
0.658301985378897	0.65734696943977	0.664890852298199	0.659573725418776	0.66156696690872	0.660003119255469	0.65275637447425
0.479387461334629	0.48048283209914	0.419801761763599	0.40442726428176	0.410262818117177	0.410916912686832	0.189954243981344
