FMP	RMP	FPP	UPP	ANPP	NPP	ANCOVA
0.0012	0.0018	0.0037	0.0127	0.0062	0.008	0.129851022949608
0.0129	0.0145	0.0131	0.0716	0.0417	0.0345	0.299183619516989
3e-04	1e-04	1e-04	7e-04	0	2e-04	0.00417355660472388
9e-04	3e-04	8e-04	0.003	0.0015	0.0013	0.0257056485127099
0	0	2e-04	1e-04	3e-04	2e-04	0.00260245811640247
0.0011	0.0017	0.0013	0.004	0.0031	0.0016	0.044593069304656
0.0046	0.0046	0.0036	0.0222	0.0103	0.0092	0.120554492733468
0.0301	0.0309	0.0355	0.1271	0.0819	0.0811	0.424245294707222
0.4118	0.4017	0.029	0.3734	0.2219	0.2145	0.605117014980977
0.0028	0.0018	0.0023	0.0109	0.0073	0.0092	0.127879479755525
0.0558	0.0536	0.0223	0.149	0.0876	0.0718	0.4726061245399
2e-04	0	0	0	0	0	0.000495480857340977
0.1193	0.1305	0.0375	0.2838	0.152	0.1597	0.704043658926472
2e-04	1e-04	1e-04	5e-04	5e-04	5e-04	0.0200576677825737
0.0052	0.0024	5e-04	0.0164	0.0056	0.0067	0.0855587518086215
0.0179	0.0143	0.0175	0.09	0.0445	0.047	0.419395440026863
0.0093	0.0104	0.0047	0.0269	0.0152	0.0169	0.124998994403714
0.0017	0.0018	3e-04	0.0046	0.0027	0.003	0.0239708689844527
0.0011	9e-04	0.0012	0.0074	0.0025	0.0042	0.0854495398779702
0	7e-04	3e-04	9e-04	1e-04	5e-04	0.0143529526872049
0.014	0.0158	0.0158	0.0795	0.0422	0.0416	0.41817549629555
0.0021	0.0041	0.0063	0.0184	0.0127	0.0122	0.189460336250979
0	1e-04	0	0.0011	3e-04	2e-04	0.00964802633903232
0.307	0.3239	0.0743	0.4352	0.2616	0.2611	0.766112187687149
0.0014	0.0012	0.0024	0.007	0.0022	0.0047	0.0650767385943724
0.0065	0.0053	0.007	0.0321	0.018	0.0165	0.212090250293183
0.0486	0.0425	0.0222	0.1457	0.0688	0.0673	0.504908889475768
6e-04	0.0012	9e-04	0.0034	0.001	0.0018	0.0419906049161568
0.1816	0.1795	0.0536	0.324	0.1811	0.1928	0.670289325387097
0.1114	0.1314	0.038	0.2511	0.1514	0.1429	0.568786645810394
0.0099	0.0088	0.009	0.0548	0.0264	0.0284	0.326768446038802
0.0167	0.0172	0.013	0.0761	0.0364	0.0337	0.326464832052123
2e-04	7e-04	9e-04	0.0042	0.0026	0.0023	0.043904315588495
0.0027	0.0015	2e-04	0.0026	0.0028	0.0014	0.0147264293356817
0.078	0.0655	0.0168	0.1439	0.0759	0.0783	0.375098146320669
0.0014	0.0019	0.0015	0.0147	0.0081	0.0067	0.126129199032685
1e-04	2e-04	0.002	0.0059	0.0031	0.0038	0.0672596776781881
0.0078	0.0081	0.0019	0.0244	0.0137	0.0089	0.151831787375424
0.0084	0.006	0.0049	0.0284	0.0138	0.0158	0.151725707152355
0.0058	0.0061	0.0079	0.0373	0.0202	0.0182	0.257568034249965
0.0191	0.0182	0.0172	0.0839	0.0462	0.0447	0.376322343401067
0.0118	0.0128	0.009	0.0539	0.0302	0.0314	0.304995993471254
0.0192	0.0244	0.0076	0.0725	0.0296	0.0311	0.275623489386312
8e-04	8e-04	8e-04	0.0043	0.0017	0.0013	0.0228891106172736
0.0011	1e-04	5e-04	0.0018	0.0016	2e-04	0.0229430424585891
5e-04	6e-04	2e-04	0.0013	0.0022	0.0014	0.0305062217499527
1e-04	8e-04	0.0013	0.003	0.0021	0.0016	0.0485284416922382
2e-04	1e-04	9e-04	0.0018	1e-04	4e-04	0.0178175651327726
9e-04	8e-04	0.0018	0.006	0.0044	0.0037	0.0626372120166399
0.0036	0.0031	7e-04	0.0068	0.0032	0.0041	0.0415173993864373
4e-04	8e-04	5e-04	0.0015	4e-04	9e-04	0.0125980297731359
0	0	0	2e-04	0	0	0.000530798077366567
0.1752	0.1811	0.0083	0.1393	0.0818	0.0801	0.219537819741562
0.0016	0.0016	0.0022	0.0117	0.0038	0.0044	0.0876098413605632
0	1e-04	0	5e-04	2e-04	0	0.00136591810772639
0.0713	0.0739	0.0082	0.1099	0.0479	0.0541	0.305561247929139
2e-04	1e-04	1e-04	8e-04	1e-04	2e-04	0.00960878709995539
0.01	0.0107	0.0042	0.0325	0.0148	0.0171	0.16510039994428
2e-04	4e-04	8e-04	0.0055	0.0023	0.0023	0.0323913224562678
0.1014	0.098	0.0136	0.1425	0.0724	0.0787	0.33082066692627
0.0568	0.0513	0.0065	0.0831	0.0396	0.0433	0.200668200466213
3e-04	1e-04	1e-04	2e-04	2e-04	0	0.00485904909526083
0	2e-04	2e-04	8e-04	3e-04	6e-04	0.0146176976174394
0	0	1e-04	1e-04	0	0	0.00171912852366385
1e-04	0	5e-04	0.0014	8e-04	0.001	0.0273735695457099
0.0091	0.0078	0.0075	0.0347	0.0258	0.0221	0.205165046100132
0	0	0	0	3e-04	2e-04	0.00199352681418149
6e-04	2e-04	0	0.0032	0.0012	9e-04	0.0213702226510746
0.0134	0.0139	0.0029	0.0441	0.0201	0.021	0.168430997198277
6e-04	0.0013	0.005	0.0092	0.0074	0.0065	0.110816720424506
0.1521	0.1439	0.0301	0.251	0.1353	0.1429	0.581346751444572
0.0098	0.0088	0.0063	0.0375	0.0206	0.0218	0.206516073184672
0.0109	0.0136	0.0013	0.0237	0.0095	0.0112	0.0971951097116281
0.0016	0.0015	0.002	0.0114	0.0058	0.0052	0.0944673168223416
0.0521	0.0467	0.0285	0.1471	0.0867	0.0819	0.420088621041722
3e-04	0.001	0.0022	0.0085	0.0048	0.0039	0.0921241214932227
0.0012	6e-04	0.0028	0.0114	0.0056	0.0058	0.0997684392727876
2e-04	0	0	0	7e-04	1e-04	0.00395293598005384
0.0061	0.0044	0.0017	0.0198	0.0098	0.0054	0.0783714720945885
