w	FMP	FPP
0.29	0.239131524497253	0.234367366679943
0.94	0.341744308928476	0.332461219787328
0.87	0.33486803627072	0.32783851089735
0.73	0.316787647224122	0.313583146496956
0.57	0.30030807287719	0.280375482911377
0.28	0.258459983570459	0.224593358006386
0.56	0.303729700103474	0.27918908872514
0	0.127728583940552	0.110204920304952
0.23	0.240227119265931	0.215311000844432
0.38	0.275288556045752	0.251238929235578
0.21	0.212574500603871	0.213589310080613
0.96	0.33593931439889	0.339439068361538
0.2	0.218715942191857	0.204531272815614
0.04	0.140625282701727	0.151382166687897
0.15	0.190487314763549	0.184948031188437
0.5	0.285838337657618	0.282068481782588
0.26	0.24081453555226	0.225844828376315
0.52	0.296873013689015	0.274102298762031
0.69	0.316632447534028	0.306117707621968
0.83	0.324907722211444	0.318680136033993
0.32	0.242060404638618	0.235614426071435
0.93	0.329353239414728	0.328964976364222
0.98	0.335179418713572	0.341452437179118
0.97	0.335418514609582	0.343230480110058
0.65	0.309989392509802	0.293222878281798
0.02	0.129396892869652	0.140008677264799
0.16	0.20489278457458	0.200641027703812
0.7	0.321617319039871	0.308535323243298
0.68	0.313214993001344	0.305700752890156
0.6	0.30592025639146	0.288134731658507
0.76	0.331476624195747	0.30804916786175
0.35	0.25249492073239	0.249384137552509
0.31	0.246636812986844	0.234579617642828
0.75	0.329573384366363	0.30962093150246
0.67	0.309063231686114	0.302611462948812
0.07	0.156734043046147	0.150731252483916
0.62	0.305278289743282	0.301366067900807
0.27	0.231986091901799	0.229240726115455
0.01	0.140943624603388	0.101338329496034
0.95	0.330348220956613	0.330465647160963
0.71	0.312552772377191	0.301763674247294
0.11	0.178850098563446	0.177093938761035
0.03	0.146324303390379	0.133385166971108
0.22	0.236221369035506	0.220088895572644
0.19	0.198986836175717	0.195144102118177
0.58	0.306159470624334	0.293292978466962
0.17	0.208162072363698	0.205154923728487
0.45	0.284657058127117	0.269986495165086
0.13	0.1853081506009	0.179967308894896
0.9	0.337676198324113	0.331174918760738
0.53	0.312930163156656	0.281876132587959
0.43	0.285526452131796	0.254469122142656
0.06	0.158662407088368	0.15505438918174
0.48	0.280971420335974	0.270164214923304
0.39	0.270457262010403	0.262872281288758
0.82	0.32570186393107	0.325506264202436
0.12	0.175483314632314	0.187496613265074
0.85	0.324371548386565	0.328452349499034
0.74	0.324650817274674	0.306998501816815
0.42	0.281550811739632	0.258207854283154
0.05	0.151872982239053	0.151343869376132
0.8	0.328035844041682	0.320387499568139
0.66	0.320183761803262	0.299294923784364
0.49	0.285743266107107	0.279563316933705
0.24	0.2533105851439	0.222619114193342
0.18	0.218175325710014	0.197609203687853
0.46	0.295400082232427	0.266807738310572
0.99	0.339071870238596	0.335939910566712
0.81	0.32690321365354	0.32492871965705
0.55	0.308534884438475	0.281175180589675
0.89	0.331675458907255	0.330704629631954
0.47	0.299112113861082	0.276757329136882
0.44	0.278440873507876	0.268929809136095
0.79	0.326177886994729	0.31785661381041
0.84	0.33180806317671	0.309979637987318
0.09	0.186950217095661	0.166479318256837
0.72	0.32065629135476	0.304303788721122
0.25	0.226002439438624	0.214960521383588
0.63	0.311748753826712	0.299224065829239
0.86	0.337018684752422	0.322906115272393
0.33	0.250028285996065	0.241530247643283
0.34	0.259727446670666	0.241465861664433
0.61	0.299156423789467	0.299242639168412
0.54	0.30415536903569	0.277104679188811
1	0.339237586745593	0.339433932560839
0.3	0.251175867060799	0.232552217477712
0.37	0.267541928075299	0.249490757648324
0.14	0.191195952172279	0.18262892468224
0.59	0.307137038141954	0.293492470472513
0.41	0.285826697190421	0.247786375249473
0.64	0.308785497131141	0.304907588551002
0.36	0.269900921608262	0.24845239922277
0.08	0.166268516346621	0.163048392242869
0.4	0.268041027390134	0.256546407417155
0.1	0.181707379606964	0.180609208974303
0.77	0.318605354813164	0.314940786475015
0.88	0.328086942008257	0.321245409526911
0.78	0.323683390019486	0.316276582599726
0.92	0.343662425807765	0.337784986920886
0.91	0.338705206131092	0.329418559028391
0.51	0.29314996943383	0.287003631539258
