w	FMP	FPP
0.93	0.385839369117577	0.414811927200155
0.79	0.315675335229154	0.392881267293623
0.97	0.403071985371434	0.417602012861953
0.99	0.420660193525567	0.421283714388504
0.83	0.329834480843409	0.397153319943899
0.27	0.103411489344089	0.237804779711528
0.53	0.200670516074617	0.332908916264586
0.24	0.0974760746411279	0.217986804839643
0.98	0.409165726328734	0.419978097715245
0.5	0.186361885160866	0.325284224096928
0.55	0.2072330495536	0.336967712040535
0.41	0.147587166324641	0.296606919768712
0.63	0.241230482377277	0.361075878016445
0.57	0.219183857488904	0.345486407477151
1	0.425543583291451	0.423099565698902
0.43	0.154553849120067	0.303885632129795
0.64	0.245536110749815	0.360234635027665
0.15	0.0646243321028233	0.164858287621243
0.19	0.0767328214845849	0.188654209224728
0.39	0.140039118140434	0.289156856024112
0.76	0.30178906017845	0.386855603613803
0.73	0.288471994648947	0.381910059571218
0.1	0.0465391269779179	0.120446439432853
0.25	0.0960860302364036	0.223375928208724
0.3	0.117205604851242	0.249829949598657
0.21	0.0853994087404553	0.20020097613115
0.8	0.316619600807404	0.392353905901379
0.96	0.399456340158899	0.417691923046742
0.34	0.120221234454318	0.268737243848186
0.17	0.0650328123565468	0.172941872221544
0.48	0.180665827992561	0.322705385606618
0.65	0.252460993319401	0.361508914296182
0.08	0.035009992126718	0.106676406552092
0.92	0.377451190215675	0.41495944940883
0.11	0.0466857707810469	0.129144812661108
0.23	0.0950691421252704	0.21464055466353
0.29	0.111505546749803	0.245128222996985
0.66	0.255740988128698	0.368067433621978
0.46	0.170489813404592	0.310473102776307
0.49	0.191330961786586	0.322495496730208
0.95	0.39252582019668	0.419718339373544
0.03	0.0258056699485301	0.0513194194485218
0.69	0.275437488379667	0.374521301025691
0.7	0.277885522482606	0.372667792497291
0.35	0.130341221319443	0.271141857045589
0.59	0.224842276717113	0.349607863470576
0.84	0.338235116300792	0.400263882395453
0.12	0.0529573631883678	0.137322895222658
0.33	0.126529923348211	0.260203711635027
0.52	0.198089543519792	0.33055275210291
0.56	0.211400137617792	0.341478928319847
0.28	0.0975689324908643	0.244241272200488
0.6	0.236519741810888	0.353147658152792
0.61	0.232800670611024	0.355096420772792
0.45	0.171037733876552	0.31094223309099
0.54	0.209200246782068	0.339117186935349
0.91	0.37352403461651	0.415149241247687
0.77	0.300117469017008	0.387297993389911
0.62	0.230292464045547	0.360134377611095
0	0.0147929063255729	0.0181113818607009
0.78	0.309232352904062	0.388644359790525
0.86	0.352799839286866	0.403827730135803
0.67	0.259931060074047	0.367410118196483
0.14	0.0564238009025618	0.153841762214793
0.68	0.266959241045471	0.372706911879487
0.85	0.342195345716516	0.404985287677828
0.04	0.0229601920537921	0.0609015887042516
0.06	0.0340531459234146	0.0810839933040802
0.38	0.140003290229897	0.285711115757512
0.42	0.16072578446833	0.296773371004205
0.89	0.363808462776498	0.406567346997082
0.31	0.11912608054721	0.257290938047906
0.47	0.175621110174425	0.31605741306624
0.44	0.163209739091972	0.306279171267855
0.87	0.343425549811729	0.402357184049343
0.75	0.297835750187307	0.383942692206661
0.58	0.222109121455316	0.346485929887159
0.05	0.0328979968998953	0.0772352713693217
0.2	0.0766356162064925	0.192307881657637
0.94	0.391054080352222	0.414228984328166
0.22	0.0854703401084899	0.205936082026987
0.07	0.0348487266803503	0.0894525356709239
0.09	0.0452979051395247	0.11128626130425
0.82	0.33219305596942	0.399627338615535
0.01	0.012884777612038	0.0245932551912313
0.13	0.0564813386009233	0.144175200782944
0.72	0.28068668794548	0.377821300148114
0.37	0.133694006313942	0.282271948969288
0.74	0.285594591462326	0.384611381257366
0.16	0.0667624041606703	0.169232611561818
0.26	0.0958352209862501	0.230578478263144
0.32	0.115348260104194	0.260113318795467
0.02	0.0188382313070783	0.0364172076920085
0.4	0.145562300944756	0.294998022053366
0.18	0.0655241522359719	0.181438761452649
0.81	0.322539088594186	0.392204045061496
0.36	0.134731188242287	0.277360897906939
0.9	0.366562071014112	0.407869527523882
0.71	0.276899177952531	0.377317250370979
0.88	0.36193323360271	0.403565344452531
0.51	0.195562812964854	0.329360399548053
