w	FMP	FPP
0.93	111.784990004252	111.592971370187
0.79	111.775641191867	111.292051937594
0.97	111.746075462273	111.604300397386
0.99	111.621704142412	111.589957820706
0.83	111.797627355678	111.460015921681
0.27	110.940166953878	110.194608736465
0.53	111.484216011759	110.665970651138
0.24	110.70558489484	110.017532153988
0.98	111.669289782596	111.76734142315
0.5	111.332832849643	110.775625242085
0.55	111.344567035072	110.816562183015
0.41	111.250176513943	110.563345306968
0.63	111.643003843411	111.030136159703
0.57	111.38322131786	110.928379403049
1	111.819615424324	111.657390000179
0.43	111.310912838319	110.803760879885
0.64	111.564486979191	111.075242010211
0.15	110.559313839428	109.926736049685
0.19	110.690192678007	110.083307583302
0.39	111.111998140301	110.576520617226
0.76	111.65673410291	111.241775057522
0.73	111.538399524931	111.192520060054
0.1	110.060070085873	109.603196667901
0.25	110.830776717685	110.274870945269
0.3	110.842733492596	110.21139751945
0.21	110.493650776162	110.022441247358
0.8	111.757377366391	111.344711078199
0.96	111.696480595883	111.653582478494
0.34	110.808626733128	110.509076260158
0.17	110.691520390854	109.971490007319
0.48	111.338354604494	110.604812561766
0.65	111.620083038838	111.082344228946
0.08	110.190471992881	109.925682739713
0.92	111.803738345794	111.682697375131
0.11	110.302262551947	109.880410459158
0.23	110.613216530624	110.090105053116
0.29	110.848048678781	110.227041211776
0.66	111.722824753309	111.003784122231
0.46	111.291904338223	110.731788200625
0.49	111.348534804075	110.837030115919
0.95	111.665763349965	111.768304077183
0.03	110.263090493993	109.896856260098
0.69	111.56318874669	111.053065644149
0.7	111.740922941773	111.109069279796
0.35	111.116252403968	110.396068168119
0.59	111.547358196792	110.989499230234
0.84	111.822842964203	111.435589524323
0.12	110.563970763107	109.913339215155
0.33	111.019037978168	110.31710099906
0.52	111.368130737921	110.815243900871
0.56	111.552093966013	110.918238307989
0.28	110.916216235307	110.304369569876
0.6	111.639279971523	110.987783733887
0.61	111.585798414732	110.979090957065
0.45	111.188761524299	110.687005053382
0.54	111.559751703385	110.935965568407
0.91	111.751823739879	111.628324777931
0.77	111.651425768872	111.223975444814
0.62	111.74314550046	111.024923969445
0	110.033454303716	109.976522237875
0.78	111.784578722835	111.273355449487
0.86	111.841781711001	111.385607660003
0.67	111.559521280964	111.105836501685
0.14	110.423322286301	109.857488448276
0.68	111.808548860383	111.169096546613
0.85	111.698960408364	111.375358591451
0.04	110.035175423965	109.732579586567
0.06	110.125762455651	109.959734057238
0.38	111.085301607133	110.526066906305
0.42	111.140033552362	110.543039696174
0.89	111.781954588024	111.474494052495
0.31	110.790169040313	110.285840085739
0.47	111.365926073791	110.766142330219
0.44	111.252499556313	110.657723429167
0.87	111.838467617011	111.365357299321
0.75	111.683868768026	111.193033356518
0.58	111.448751911281	110.846959348374
0.05	110.069933105045	109.857547893885
0.2	110.746575133342	109.982239798799
0.94	111.768548171123	111.68714554845
0.22	110.663796188259	110.160084777101
0.07	110.075020896853	109.842950968319
0.09	110.228839588477	109.868308095928
0.82	111.826187195011	111.408755149649
0.01	110.131919316579	110.063471446888
0.13	110.405571357988	109.726017925546
0.72	111.653951246886	111.222527651664
0.37	111.109803170631	110.512278164227
0.74	111.606191124716	111.353975412473
0.16	110.471489505625	110.104079746268
0.26	110.74775052681	110.185497074645
0.32	110.85660634721	110.379991867194
0.02	109.95945491203	109.956856910898
0.4	111.037952523628	110.685006012566
0.18	110.459512582525	109.926266569302
0.81	111.779936402853	111.420524892879
0.36	111.10527532404	110.59781321294
0.9	111.73217296225	111.465961099738
0.71	111.855398152569	110.999123030018
0.88	111.774563553143	111.375522198962
0.51	111.5821432715	110.892375211203
