w	FMP	FPP
0.77	108.841555289167	108.638905212662
0.3	109.160633210065	109.119768618725
0.7	108.766574735772	108.690399424588
1	108.608970615373	108.909533733314
0.09	109.587699817339	109.618539920791
0.43	109.098765665395	109.024881365785
0.83	108.794464653556	108.724122879872
0.64	108.808168986325	108.802888219685
0.66	108.891151497234	108.951585279287
0.26	108.9552171757	109.211615365567
0.55	108.86440068578	108.729714202171
0.95	108.701573661744	108.729919376882
0.65	108.814822125308	108.889902694989
0.96	108.804923199519	108.716468013771
0.91	108.763337987948	108.706333380773
0.87	108.703046501597	108.77059874076
0.35	109.046424437921	109.149032395124
0.21	109.285842426001	109.364786324581
0.78	108.851686230653	108.745068687698
0.32	109.2103469464	109.165300482186
0.99	108.509215011695	108.643679299691
0.36	109.026842665591	109.118850569012
0.98	108.631575154117	108.683809876806
0.89	108.709790702131	108.76792100055
0.92	108.762241505271	108.744129114484
0.49	108.9995269945	108.892065385209
0.42	108.890149749923	109.046235042642
0.62	108.95735806979	108.740372029099
0.54	108.928498585677	108.782700522226
0.93	108.708219680177	108.688483464487
0	109.790802244344	110.087465539508
0.39	109.070169483735	109.052848421092
0.67	108.811770990515	108.965447374281
0.94	108.651897918513	108.78377157576
0.68	108.693608780886	109.005597434663
0.97	108.690166915171	108.732503105702
0.14	109.40826884635	109.542496244857
0.86	108.685816323512	108.600053564327
0.8	108.741182967554	108.776026191082
0.05	109.72024638485	109.667103900328
0.53	108.811500767835	109.010805722146
0.44	108.905824725684	109.066955961132
0.88	108.682186147796	108.780056082574
0.81	108.648716663705	108.681494184705
0.48	108.882244182491	109.018533745853
0.31	108.979738647591	109.269141861463
0.79	108.653820435058	108.714607572563
0.06	109.692910975431	109.64613193065
0.57	108.808370247291	108.794448624954
0.4	109.074047816483	109.061449665787
0.75	108.732148363873	108.756366163712
0.73	108.592166553588	108.834400177134
0.56	108.870395752989	108.861263291228
0.24	109.176407044204	109.363786907661
0.27	109.071067988053	109.101328646448
0.52	108.773031746743	108.972915143075
0.85	108.759157317875	108.794994793577
0.01	110.006999377612	109.928732054268
0.76	108.720406270411	108.88365727547
0.07	109.634917380561	109.687311713116
0.72	108.761063262506	108.892259008418
0.29	109.058091451677	109.165830862419
0.69	108.746258762353	108.869032884853
0.59	108.81632120069	108.876711701708
0.22	109.113038424426	109.372932555133
0.6	108.780140971895	108.895673705363
0.04	109.914501096769	109.813022446592
0.41	109.006094080042	109.018113667577
0.45	108.915348615787	109.044490438822
0.15	109.358300948768	109.443730456799
0.23	109.343855810733	109.332920625217
0.08	109.498181318625	109.77889255534
0.18	109.250888095382	109.372126715338
0.37	109.054458730813	109.060816283714
0.03	109.887416996217	109.893323422144
0.74	108.931281549948	108.786176908279
0.12	109.37546926684	109.372343612329
0.17	109.303833647818	109.436216226608
0.5	108.916771355564	108.946413159405
0.11	109.596980852785	109.599520544175
0.33	109.278577496896	109.122073252038
0.2	109.449860096069	109.569735646568
0.02	109.844672079374	109.957818659092
0.19	109.259007977714	109.414680240244
0.82	108.789492106671	108.79146309677
0.71	108.803358870724	108.767527397894
0.58	108.880644812281	109.059790844444
0.25	109.213213039345	109.373320223375
0.16	109.305045654706	109.465164896411
0.28	109.020283495877	109.204725251048
0.84	108.632579456329	108.715255713619
0.63	108.871137172061	108.7446284408
0.46	109.071921680369	108.903648083697
0.9	108.75835688905	108.729002479852
0.38	108.927922388581	109.054731602631
0.1	109.612933596167	109.598525333992
0.47	108.930762283088	108.985519809081
0.34	109.050970754535	109.100952844395
0.61	108.966012222927	108.960351873863
0.13	109.46961481614	109.672047764321
0.51	108.863340454893	108.985129211853
