w	FMP	FPP
0.29	0.176043206563507	0.188064579256985
0.94	0.13288129835604	0.136375484316565
0.87	0.138839995438403	0.140444864238605
0.73	0.142929514577029	0.148268695144722
0.57	0.153079678704902	0.161084389947501
0.28	0.171981033087246	0.189585139658145
0.56	0.15230940462458	0.162009107487509
0	0.245278195567731	0.245147536431653
0.23	0.179988781048389	0.193752023362027
0.38	0.164822252776401	0.179099270552994
0.21	0.187698731892312	0.196137129075353
0.96	0.135722845544343	0.13631875702564
0.2	0.182883307515224	0.200469892310193
0.04	0.228207191150515	0.22911505353337
0.15	0.202021877811749	0.210597482530506
0.5	0.155538094584284	0.16319686825584
0.26	0.178211101125635	0.192080554259225
0.52	0.155681791618714	0.164885929829442
0.69	0.146815486588444	0.149022852106244
0.83	0.140597182543031	0.144508092745238
0.32	0.175289450425306	0.184976858326785
0.93	0.135857967355253	0.138437142160017
0.98	0.134943708750212	0.132614157431267
0.97	0.134832626180454	0.134244784481802
0.65	0.147071809757155	0.155280090183239
0.02	0.237308501452971	0.234494548656971
0.16	0.193970925402124	0.205381610733231
0.7	0.143119324311263	0.149238081410352
0.68	0.146172191832641	0.150959280708116
0.6	0.149356421205258	0.158264676854895
0.76	0.138454207902291	0.148647444016298
0.35	0.171345500095879	0.179214330890984
0.31	0.176371393470977	0.185668831402408
0.75	0.140004283241492	0.144588891599109
0.67	0.146810184566544	0.151586488206536
0.07	0.216289388258855	0.223806667319855
0.62	0.146728933005333	0.153042996608453
0.27	0.183597728851439	0.189604469753373
0.01	0.235702640798696	0.246035759275195
0.95	0.137173025028884	0.136272381687375
0.71	0.146035174414638	0.148723108238938
0.11	0.206016329523899	0.215316055281089
0.03	0.233161895659194	0.237328312202254
0.22	0.181119020019199	0.194600087132706
0.19	0.191914384660183	0.202243282016274
0.58	0.150290466493745	0.158367810640249
0.17	0.194897412609467	0.20176036748054
0.45	0.154914507821984	0.170374913935292
0.13	0.200597799301229	0.211690094293891
0.9	0.136276828601086	0.136905849086195
0.53	0.150439304180622	0.162813821994383
0.43	0.159107334995628	0.174057373309861
0.06	0.220426473621232	0.227487568838333
0.48	0.157496207814733	0.166206817311601
0.39	0.166926556453757	0.174843931676435
0.82	0.141952986707153	0.142805361260563
0.12	0.203476797925796	0.212370108179562
0.85	0.139561289032089	0.141156776984508
0.74	0.143124131556728	0.149316596323538
0.42	0.161344540305884	0.172242206055158
0.05	0.224536555613727	0.229278913499458
0.8	0.138905278325886	0.142787216950841
0.66	0.146611913019704	0.151946574125203
0.49	0.155587445232995	0.167124909524213
0.24	0.177925191739014	0.193985526565995
0.18	0.183625808923276	0.20451246978948
0.46	0.159651057164036	0.168648575495783
0.99	0.135602821527639	0.134322036169829
0.81	0.138763508599602	0.143306438620615
0.55	0.148849879291925	0.162989792356771
0.89	0.137994640136258	0.138748507424488
0.47	0.16052980909151	0.163966835125838
0.44	0.158189611002777	0.169808342571367
0.79	0.14038802463934	0.143723296512106
0.84	0.136530383760784	0.145677751479133
0.09	0.208551623780487	0.222066003961441
0.72	0.144509472846396	0.151087984352959
0.25	0.176927042776579	0.196488096961033
0.63	0.148529782488103	0.153256430446107
0.86	0.140022826742882	0.14294342309068
0.33	0.17038299740777	0.181765256738726
0.34	0.1704424555975	0.180325974065874
0.61	0.151408730885238	0.155228082252063
0.54	0.151198003018008	0.162538263990427
1	0.132525711104737	0.13300138287861
0.3	0.171035270681947	0.187634570143797
0.37	0.167377007044511	0.176752933783658
0.14	0.197858282684032	0.213548631853862
0.59	0.154530108253325	0.154138944015504
0.41	0.160023552658744	0.174352796939299
0.64	0.148114417261891	0.152502532843454
0.36	0.168100013026142	0.179444769952907
0.08	0.213211193648992	0.219650479996727
0.4	0.165706720785434	0.176178540369206
0.1	0.205450980615465	0.216997110670132
0.77	0.14250516552645	0.14469015042195
0.88	0.138716267692498	0.140107851070804
0.78	0.140862410285259	0.145980663027308
0.92	0.135524578528728	0.136394477052957
0.91	0.135485213220755	0.138844335614714
0.51	0.154829150223809	0.161406947046374
