w	FMP	FPP
0.77	0.146194248665039	0.144822067527872
0.3	0.183826445482087	0.184419567241027
0.7	0.145430571230228	0.151945836334859
1	0.134019330080146	0.13497497376935
0.09	0.213452618605309	0.220187594952468
0.43	0.164240990879396	0.171660959038311
0.83	0.138267251582805	0.140613025593761
0.64	0.150154113610564	0.153631735405834
0.66	0.150951793805488	0.153104924382925
0.26	0.178936838322639	0.191310143669813
0.55	0.154997452108776	0.158757972048569
0.95	0.13500441459364	0.134083234409332
0.65	0.14656093526631	0.155524202348133
0.96	0.135501177083596	0.136852439850877
0.91	0.137109690571538	0.136670841882765
0.87	0.140725663801941	0.142227573057283
0.35	0.168459746438357	0.182586484107051
0.21	0.190502165473829	0.200081969878778
0.78	0.140126634084713	0.144305414587842
0.32	0.174579358659834	0.182855501803697
0.99	0.131507307392765	0.133294835547112
0.36	0.172815441838436	0.181648680356279
0.98	0.134080483920928	0.134774552303924
0.89	0.139509635326889	0.140676256217735
0.92	0.135926404305243	0.135221453438194
0.49	0.158546910811178	0.164457665731531
0.42	0.160901236982753	0.174719626544645
0.62	0.151214444408487	0.156600763512628
0.54	0.155210442113983	0.159915992609017
0.93	0.138865363279198	0.135285911527751
0	0.237865175242093	0.243675587725802
0.39	0.169600284435464	0.17510327904537
0.67	0.152463998652313	0.154284922231092
0.94	0.135320179240242	0.137618892948118
0.68	0.148718841389145	0.154112467673129
0.97	0.134926635147436	0.133395754272018
0.14	0.203665847132278	0.21004823060889
0.86	0.136476258495181	0.138006469410954
0.8	0.141271516260205	0.143691167574032
0.05	0.222052315462643	0.228075466581102
0.53	0.159376084319642	0.162485515206214
0.44	0.161220463460263	0.175148198501739
0.88	0.138180859910454	0.139411625383471
0.81	0.139794286828296	0.142323528843961
0.48	0.164313493635439	0.166168308021907
0.31	0.18166840675977	0.184665324233846
0.79	0.141688902202424	0.14500910780799
0.06	0.220596409779677	0.226796144078981
0.57	0.153340917773358	0.15811729426797
0.4	0.165847178780784	0.173150550892005
0.75	0.142933979917772	0.146122054319541
0.73	0.14330517653534	0.144835203033712
0.56	0.155749678186618	0.163559652390999
0.24	0.181917579158161	0.192480872275621
0.27	0.17765683817515	0.190498804248866
0.52	0.15720501941906	0.164544108316536
0.85	0.140879199048437	0.139690219403951
0.01	0.239445061016791	0.238849873431808
0.76	0.143394200735441	0.14663316163885
0.07	0.221384999662529	0.22348858032044
0.72	0.145046612494149	0.149858641971444
0.29	0.177673701423388	0.187455800601825
0.69	0.147627810796572	0.151810486859368
0.59	0.152926451160674	0.15749656014654
0.22	0.182988123081757	0.198003636258467
0.6	0.152634212906664	0.155527310542346
0.04	0.229478207765386	0.230161538216311
0.41	0.166619364911689	0.176555328611231
0.45	0.161919172410526	0.169485323833589
0.15	0.20620333306168	0.205457709310087
0.23	0.192749026721549	0.198472335083663
0.08	0.217692351786875	0.224798653088503
0.18	0.197351349202137	0.206115508937571
0.37	0.174930128652039	0.17834485522545
0.03	0.228710180186982	0.239697553363907
0.74	0.147594947068846	0.1471360956137
0.12	0.203692181076829	0.214175494218089
0.17	0.199037747156196	0.206865347695977
0.5	0.154486712353828	0.166366974948714
0.11	0.212754489471971	0.216444757026356
0.33	0.176595916513991	0.180821333460239
0.2	0.194224179644332	0.199968348339866
0.02	0.233243012532477	0.24004383875866
0.19	0.196706258214699	0.200363901541607
0.82	0.143430755370218	0.142787660900317
0.71	0.145450106282092	0.149801904925667
0.58	0.15363194130545	0.162144210132475
0.25	0.183384319096506	0.194952364500248
0.16	0.202021716168012	0.206209396448032
0.28	0.176434023145933	0.188773445170548
0.84	0.141280040242818	0.139481105617532
0.63	0.148303378187598	0.155470816794341
0.46	0.164767254284984	0.17392887035805
0.9	0.138176625001789	0.141006137639839
0.38	0.163471115665543	0.178510239074959
0.1	0.212610734799135	0.219075941123803
0.47	0.165148684895209	0.165822270424711
0.34	0.171276394084658	0.182304252321507
0.61	0.153062307124644	0.156751701066758
0.13	0.20704286677882	0.212273687024873
0.51	0.162927989816526	0.163303391501911
